pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
pop_A	pop_B	chr2L	43601	43700	0.1811539430587049	19
pop_A	pop_B	chr2L	43701	43800	0.1897527554364014	23
pop_A	pop_B	chr2L	43801	43900	0.1520894071914479	25
pop_A	pop_B	chr2L	43901	44000	0.1611703027228141	26
pop_A	pop_B	chr2L	44001	44100	0.1516455923235584	27
pop_A	pop_B	chr2L	44101	44200	0.1467085460018322	19
pop_A	pop_B	chr2L	44201	44300	0.0990386765034652	14
pop_A	pop_B	chr2L	44301	44400	0.1492131108744527	20
pop_A	pop_B	chr2L	44401	44500	0.2095347943098808	25
pop_A	pop_B	chr2L	44501	44600	0.1725978647686832	26
pop_A	pop_B	chr2L	44601	44700	0.1870540265035677	24
pop_A	pop_B	chr2L	44701	44800	0.1981170359548737	24
pop_A	pop_B	chr2L	44801	44900	0.1689355633346298	21
pop_A	pop_B	chr2L	44901	45000	0.1895424836601307	19
pop_A	pop_B	chr2L	45001	45100	0.1428041886757482	26
pop_A	pop_B	chr2L	45101	45200	0.1510037079657332	18
pop_A	pop_B	chr2L	45201	45300	0.1778673835125447	27
pop_A	pop_B	chr2L	45301	45400	0.1822827938671209	24
pop_A	pop_B	chr2L	45401	45500	0.1539245667686034	22
pop_A	pop_B	chr2L	45501	45600	0.1834717279557137	22
pop_A	pop_B	chr2L	45601	45700	0.1442374051069703	29
pop_A	pop_B	chr2L	45701	45800	0.1382058287795993	22
pop_A	pop_B	chr2L	45801	45900	0.1984698870207276	23
pop_A	pop_B	chr2L	45901	46000	0.1546485260770974	29
pop_A	pop_B	chr2L	46001	46100	0.1917533296843641	21
pop_A	pop_B	chr2L	46101	46200	0.1809851088201603	25
pop_A	pop_B	chr2L	46201	46300	0.158091674462114	22
pop_A	pop_B	chr2L	46301	46400	0.1653204092622509	26
pop_A	pop_B	chr2L	46401	46500	0.1906599386563767	21
pop_A	pop_B	chr2L	46501	46600	0.1673037716615698	32
pop_A	pop_B	chr2L	46601	46700	0.177117711771177	31
pop_A	pop_B	chr2L	46701	46800	0.1588937980690557	15
pop_A	pop_B	chr2L	46801	46900	0.170113041080783	21
pop_A	pop_B	chr2L	46901	47000	0.1823336317517158	23
pop_A	pop_B	chr2L	47001	47100	0.1171171171171171	15
pop_A	pop_B	chr2L	47101	47200	0.1082651488201114	20
pop_A	pop_B	chr2L	47201	47300	0.1912268677176147	28
pop_A	pop_B	chr2L	47301	47400	0.1786024305555555	22
pop_A	pop_B	chr2L	47401	47500	0.1793062904174014	18
pop_A	pop_B	chr2L	47501	47600	0.1499522445081183	34
pop_A	pop_B	chr2L	47601	47700	0.1232638888888888	26
pop_A	pop_B	chr2L	47701	47800	0.1821340791592507	26
pop_A	pop_B	chr2L	47801	47900	0.1800160924584887	30
pop_A	pop_B	chr2L	47901	48000	0.1726332537788384	28
pop_A	pop_B	chr2L	48001	48100	0.179131054131054	27
pop_A	pop_B	chr2L	48101	48200	0.1686091686091685	19
pop_A	pop_B	chr2L	48201	48300	0.1506410256410256	24
pop_A	pop_B	chr2L	48301	48400	0.1662236399078504	24
pop_A	pop_B	chr2L	48401	48500	0.156776308353114	23
pop_A	pop_B	chr2L	48501	48600	0.1785892234322727	30
pop_A	pop_B	chr2L	48601	48700	0.1730191730191729	19
pop_A	pop_B	chr2L	48701	48800	0.1805214863268828	19
pop_A	pop_B	chr2L	48801	48900	0.1461363411496981	22
pop_A	pop_B	chr2L	48901	49000	0.1784037558685445	17
pop_A	pop_B	chr2L	49001	49100	0.1674318947046219	24
pop_A	pop_B	chr2L	49101	49200	0.1795779843588607	27
pop_A	pop_B	chr2L	49201	49300	0.1602170625389199	24
pop_A	pop_B	chr2L	49301	49400	0.1005291005291004	25
pop_A	pop_B	chr2L	49401	49500	0.1675084175084174	23
pop_A	pop_B	chr2L	49501	49600	0.1925218774860779	21
pop_A	pop_B	chr2L	49601	49700	0.1521705061902522	27
pop_A	pop_B	chr2L	49701	49800	0.1558038485412786	25
pop_A	pop_B	chr2L	49801	49900	0.1659785301403798	24
pop_A	pop_B	chr2L	49901	50000	0.1826962097232367	28
