pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pop_B	chr2L	20201	20300	0.0691653375863902	99	1301	18810	0
pop_A	chr2L	20301	20400	0.0199893673577884	99	376	18810	0
pop_B	chr2L	20301	20400	0.0906964380648591	99	1706	18810	0
pop_A	chr2L	20401	20500	0.0182599355531686	98	340	18620	0
pop_B	chr2L	20401	20500	0.0900107411385606	98	1676	18620	0
pop_A	chr2L	20501	20600	0.0213211600429645	98	397	18620	0
pop_B	chr2L	20501	20600	0.0836197636949516	98	1557	18620	0
pop_A	chr2L	20601	20700	0.0193340494092373	98	360	18620	0
pop_B	chr2L	20601	20700	0.0690118152524167	98	1285	18620	0
pop_A	chr2L	20701	20800	0.0273258904837852	99	514	18810	0
pop_B	chr2L	20701	20800	0.0937799043062201	99	1764	18810	0
pop_B	chr2L	20801	20900	0.0821697099892588	98	1530	18620	0
pop_A	chr2L	20801	20900	0.0241138560687432	98	449	18620	0
pop_B	chr2L	20901	21000	0.0697501329080276	99	1312	18810	0
pop_A	chr2L	20901	21000	0.0200425305688463	99	377	18810	0
pop_A	chr2L	21001	21100	0.0171321160042964	98	319	18620	0
pop_B	chr2L	21001	21100	0.0658968850698174	98	1227	18620	0
pop_A	chr2L	21101	21200	0.0228601807549175	99	430	18810	0
pop_B	chr2L	21101	21200	0.0732057416267942	99	1377	18810	0
pop_A	chr2L	21201	21300	0.0354736842105263	100	674	19000	0
pop_B	chr2L	21201	21300	0.1067894736842105	100	2029	19000	0
pop_A	chr2L	21301	21400	0.0193705914270211	97	357	18430	0
pop_B	chr2L	21301	21400	0.065599565925122	97	1209	18430	0
pop_A	chr2L	21401	21500	0.0388497015735214	97	716	18430	0
pop_B	chr2L	21401	21500	0.1030927835051546	97	1900	18430	0
pop_A	chr2L	21501	21600	0.0307733619763694	98	573	18620	0
pop_B	chr2L	21501	21600	0.0836734693877551	98	1558	18620	0
pop_B	chr2L	21601	21700	0.074578947368421	100	1417	19000	0
pop_A	chr2L	21601	21700	0.0196842105263157	100	374	19000	0
pop_B	chr2L	21701	21800	0.0870862723819859	97	1605	18430	0
pop_A	chr2L	21701	21800	0.0235485621269669	97	434	18430	0
pop_A	chr2L	21801	21900	0.0081632653061224	98	152	18620	0
pop_B	chr2L	21801	21900	0.0404940923737916	98	754	18620	0
pop_A	chr2L	21901	22000	0.0256778309409888	99	483	18810	0
pop_B	chr2L	21901	22000	0.0698032961190855	99	1313	18810	0
pop_A	chr2L	22001	22100	0.0235230934479054	98	438	18620	0
pop_B	chr2L	22001	22100	0.0810418904403866	98	1509	18620	0
pop_A	chr2L	22101	22200	0.0256246677299308	99	482	18810	0
pop_B	chr2L	22101	22200	0.0801169590643274	99	1507	18810	0
pop_A	chr2L	22201	22300	0.0219564061669324	99	413	18810	0
pop_B	chr2L	22201	22300	0.0779904306220095	99	1467	18810	0
pop_A	chr2L	22301	22400	0.0408825093035619	99	769	18810	0
pop_B	chr2L	22301	22400	0.1092503987240829	99	2055	18810	0
pop_B	chr2L	22401	22500	0.0861244019138756	99	1620	18810	0
pop_A	chr2L	22401	22500	0.0171717171717171	99	323	18810	0
pop_A	chr2L	22501	22600	0.0270139634801288	98	503	18620	0
pop_B	chr2L	22501	22600	0.1088614393125671	98	2027	18620	0
pop_A	chr2L	22601	22700	0.0236842105263157	96	432	18240	0
pop_B	chr2L	22601	22700	0.0662828947368421	96	1209	18240	0
pop_A	chr2L	22701	22800	0.0350345560871876	99	659	18810	0
pop_B	chr2L	22701	22800	0.0804359383306751	99	1513	18810	0
pop_A	chr2L	22801	22900	0.0098947368421052	100	188	19000	0
pop_B	chr2L	22801	22900	0.0653684210526315	100	1242	19000	0
pop_A	chr2L	22901	23000	0.0208898534997287	97	385	18430	0
pop_B	chr2L	22901	23000	0.073901247965274	97	1362	18430	0
pop_A	chr2L	23001	23100	0.0184210526315789	98	343	18620	0
pop_B	chr2L	23001	23100	0.0684747583243823	98	1275	18620	0
pop_A	chr2L	23101	23200	0.0164274322169059	99	309	18810	0
pop_B	chr2L	23101	23200	0.0587453482190324	99	1105	18810	0
pop_B	chr2L	23201	23300	0.0654367878459034	97	1206	18430	0
pop_A	chr2L	23201	23300	0.0213239283776451	97	393	18430	0
pop_A	chr2L	23301	23400	0.0242105263157894	100	460	19000	0
pop_B	chr2L	23301	23400	0.0583684210526315	100	1109	19000	0
pop_A	chr2L	23401	23500	0.0330675172780435	99	622	18810	0
pop_B	chr2L	23401	23500	0.0829877724614566	99	1561	18810	0
pop_A	chr2L	23501	23600	0.0250548245614035	96	457	18240	0
pop_B	chr2L	23501	23600	0.0799890350877193	96	1459	18240	0
pop_A	chr2L	23601	23700	0.0291118421052631	96	531	18240	0
pop_B	chr2L	23601	23700	0.0918311403508772	96	1675	18240	0
pop_A	chr2L	23701	23800	0.0166400850611376	99	313	18810	0
pop_B	chr2L	23701	23800	0.039766081871345	99	748	18810	0
pop_A	chr2L	23801	23900	0.0256646771568095	97	473	18430	0
pop_B	chr2L	23801	23900	0.0754205100379815	97	1390	18430	0
pop_B	chr2L	23901	24000	0.0770676691729323	98	1435	18620	0
pop_A	chr2L	23901	24000	0.020891514500537	98	389	18620	0
pop_B	chr2L	24001	24100	0.0843190450352685	97	1554	18430	0
pop_A	chr2L	24001	24100	0.030113944655453	97	555	18430	0
pop_A	chr2L	24101	24200	0.0123870281765018	99	233	18810	0
pop_B	chr2L	24101	24200	0.0307283359914938	99	578	18810	0
pop_A	chr2L	24201	24300	0.0140350877192982	99	264	18810	0
pop_B	chr2L	24201	24300	0.0576820839978734	99	1085	18810	0
pop_A	chr2L	24301	24400	0.0242749731471535	98	452	18620	0
pop_B	chr2L	24301	24400	0.0887755102040816	98	1653	18620	0
pop_A	chr2L	24401	24500	0.0229133439659755	99	431	18810	0
pop_B	chr2L	24401	24500	0.0786283891547049	99	1479	18810	0
pop_A	chr2L	24501	24600	0.0261562998405103	99	492	18810	0
pop_B	chr2L	24501	24600	0.0701754385964912	99	1320	18810	0
pop_A	chr2L	24601	24700	0.0220095693779904	99	414	18810	0
pop_B	chr2L	24601	24700	0.0854332801701222	99	1607	18810	0
pop_A	chr2L	24701	24800	0.0324919441460794	98	605	18620	0
pop_B	chr2L	24701	24800	0.1181525241675617	98	2200	18620	0
pop_A	chr2L	24801	24900	0.0291334396597554	99	548	18810	0
pop_B	chr2L	24801	24900	0.0912812333864965	99	1717	18810	0
pop_B	chr2L	24901	25000	0.0893109061313076	97	1646	18430	0
pop_A	chr2L	24901	25000	0.0334237655995659	97	616	18430	0
pop_A	chr2L	25001	25100	0.0303728070175438	96	554	18240	0
pop_B	chr2L	25001	25100	0.078234649122807	96	1427	18240	0
pop_A	chr2L	25101	25200	0.017	100	323	19000	0
pop_B	chr2L	25101	25200	0.0817894736842105	100	1554	19000	0
pop_A	chr2L	25201	25300	0.0299677765843179	98	558	18620	0
pop_B	chr2L	25201	25300	0.0609022556390977	98	1134	18620	0
pop_A	chr2L	25301	25400	0.0230728335991493	99	434	18810	0
pop_B	chr2L	25301	25400	0.0648059542796384	99	1219	18810	0
pop_A	chr2L	25401	25500	0.0199893673577884	99	376	18810	0
pop_B	chr2L	25401	25500	0.0718766613503455	99	1352	18810	0
pop_A	chr2L	25501	25600	0.0227006911217437	99	427	18810	0
pop_B	chr2L	25501	25600	0.0817650186071238	99	1538	18810	0
pop_B	chr2L	25601	25700	0.0764736842105263	100	1453	19000	0
pop_A	chr2L	25601	25700	0.0206842105263157	100	393	19000	0
pop_A	chr2L	25701	25800	0.0290802764486975	99	547	18810	0
pop_B	chr2L	25701	25800	0.069324827219564	99	1304	18810	0
pop_A	chr2L	25801	25900	0.0182599355531686	98	340	18620	0
pop_B	chr2L	25801	25900	0.083297529538131	98	1551	18620	0
pop_A	chr2L	25901	26000	0.021371610845295	99	402	18810	0
pop_B	chr2L	25901	26000	0.0773524720893142	99	1455	18810	0
pop_A	chr2L	26001	26100	0.0190855927698032	99	359	18810	0
pop_B	chr2L	26001	26100	0.0845295055821371	99	1590	18810	0
pop_A	chr2L	26101	26200	0.01828540423223	97	337	18430	0
pop_B	chr2L	26101	26200	0.0604991861096039	97	1115	18430	0
pop_A	chr2L	26201	26300	0.0298245614035087	99	561	18810	0
pop_B	chr2L	26201	26300	0.0974481658692185	99	1833	18810	0
pop_A	chr2L	26301	26400	0.0132935431361909	97	245	18430	0
pop_B	chr2L	26301	26400	0.0645686380900705	97	1190	18430	0
pop_B	chr2L	26401	26500	0.0838947368421052	100	1594	19000	0
pop_A	chr2L	26401	26500	0.0206842105263157	100	393	19000	0
pop_A	chr2L	26501	26600	0.0297529538131041	98	554	18620	0
pop_B	chr2L	26501	26600	0.0557465091299677	98	1038	18620	0
pop_A	chr2L	26601	26700	0.0317959848073792	97	586	18430	0
pop_B	chr2L	26601	26700	0.0510037981551817	97	940	18430	0
pop_A	chr2L	26701	26800	0.0318005540166205	95	574	18050	0
pop_B	chr2L	26701	26800	0.1028254847645429	95	1856	18050	0
pop_A	chr2L	26801	26900	0.0201578947368421	100	383	19000	0
pop_B	chr2L	26801	26900	0.058	100	1102	19000	0
pop_A	chr2L	26901	27000	0.0286315789473684	100	544	19000	0
pop_B	chr2L	26901	27000	0.073	100	1387	19000	0
pop_A	chr2L	27001	27100	0.0335459861775651	99	631	18810	0
pop_B	chr2L	27001	27100	0.0928761297182349	99	1747	18810	0
pop_B	chr2L	27101	27200	0.0869218500797448	99	1635	18810	0
pop_A	chr2L	27101	27200	0.0199893673577884	99	376	18810	0
pop_B	chr2L	27201	27300	0.0946825827455236	97	1745	18430	0
pop_A	chr2L	27201	27300	0.0195876288659793	97	361	18430	0
pop_A	chr2L	27301	27400	0.0163802363050483	98	305	18620	0
pop_B	chr2L	27301	27400	0.0547798066595059	98	1020	18620	0
pop_A	chr2L	27401	27500	0.0186842105263157	100	355	19000	0
pop_B	chr2L	27401	27500	0.0797894736842105	100	1516	19000	0
pop_A	chr2L	27501	27600	0.0251993620414673	99	474	18810	0
pop_B	chr2L	27501	27600	0.0717703349282296	99	1350	18810	0
pop_A	chr2L	27601	27700	0.0290271132376395	99	546	18810	0
pop_B	chr2L	27601	27700	0.0924508240297714	99	1739	18810	0
pop_A	chr2L	27701	27800	0.0275510204081632	98	513	18620	0
pop_B	chr2L	27701	27800	0.075187969924812	98	1400	18620	0
pop_A	chr2L	27801	27900	0.0398806294085729	97	735	18430	0
pop_B	chr2L	27801	27900	0.0741725447639717	97	1367	18430	0
pop_B	chr2L	27901	28000	0.0784157363104731	99	1475	18810	0
pop_A	chr2L	27901	28000	0.0189792663476874	99	357	18810	0
pop_B	chr2L	28001	28100	0.0893684210526315	100	1698	19000	0
pop_A	chr2L	28001	28100	0.019	100	361	19000	0
pop_A	chr2L	28101	28200	0.0121212121212121	99	228	18810	0
pop_B	chr2L	28101	28200	0.0600212652844231	99	1129	18810	0
pop_A	chr2L	28201	28300	0.0303974221267454	98	566	18620	0
pop_B	chr2L	28201	28300	0.1176154672395273	98	2190	18620	0
pop_A	chr2L	28301	28400	0.0188729399255715	99	355	18810	0
pop_B	chr2L	28301	28400	0.0746411483253588	99	1404	18810	0
pop_A	chr2L	28401	28500	0.0313104189044038	98	583	18620	0
pop_B	chr2L	28401	28500	0.076423200859291	98	1423	18620	0
pop_A	chr2L	28501	28600	0.0207868155236576	99	391	18810	0
pop_B	chr2L	28501	28600	0.0531100478468899	99	999	18810	0
pop_A	chr2L	28601	28700	0.0306565382528486	97	565	18430	0
pop_B	chr2L	28601	28700	0.0536082474226804	97	988	18430	0
pop_B	chr2L	28701	28800	0.0765350877192982	96	1396	18240	0
pop_A	chr2L	28701	28800	0.0177083333333333	96	323	18240	0
pop_A	chr2L	28801	28900	0.0203947368421052	96	372	18240	0
pop_B	chr2L	28801	28900	0.069078947368421	96	1260	18240	0
pop_A	chr2L	28901	29000	0.0190655209452201	98	355	18620	0
pop_B	chr2L	28901	29000	0.0654672395273899	98	1219	18620	0
pop_A	chr2L	29001	29100	0.0284423179160021	99	535	18810	0
pop_B	chr2L	29001	29100	0.0871876661350345	99	1640	18810	0
pop_A	chr2L	29101	29200	0.0219656283566058	98	409	18620	0
pop_B	chr2L	29101	29200	0.0560687432867884	98	1044	18620	0
pop_A	chr2L	29201	29300	0.0129032258064516	93	228	17670	0
pop_B	chr2L	29201	29300	0.0503112620260328	93	889	17670	0
pop_A	chr2L	29301	29400	0.0189792663476874	99	357	18810	0
pop_B	chr2L	29301	29400	0.0698032961190855	99	1313	18810	0
pop_A	chr2L	29401	29500	0.03056884635832	99	575	18810	0
pop_B	chr2L	29401	29500	0.0812865497076023	99	1529	18810	0
pop_B	chr2L	29501	29600	0.0836734693877551	98	1558	18620	0
pop_A	chr2L	29501	29600	0.0262620837808807	98	489	18620	0
pop_A	chr2L	29601	29700	0.0254736842105263	100	484	19000	0
pop_B	chr2L	29601	29700	0.0679473684210526	100	1291	19000	0
pop_A	chr2L	29701	29800	0.0151864035087719	96	277	18240	0
pop_B	chr2L	29701	29800	0.0468201754385964	96	854	18240	0
pop_A	chr2L	29801	29900	0.0234649122807017	96	428	18240	0
pop_B	chr2L	29801	29900	0.0688048245614035	96	1255	18240	0
pop_A	chr2L	29901	30000	0.033652312599681	99	633	18810	0
pop_B	chr2L	29901	30000	0.0905369484316852	99	1703	18810	0
pop_A	chr2L	30001	30100	0.0234943027672273	97	433	18430	0
pop_B	chr2L	30001	30100	0.1119370591427021	97	2063	18430	0
pop_A	chr2L	30101	30200	0.0186109603906673	97	343	18430	0
pop_B	chr2L	30101	30200	0.055236028214867	97	1018	18430	0
pop_B	chr2L	30201	30300	0.0892588614393125	98	1662	18620	0
pop_A	chr2L	30201	30300	0.0281954887218045	98	525	18620	0
pop_B	chr2L	30301	30400	0.0944736842105263	100	1795	19000	0
pop_A	chr2L	30301	30400	0.0238947368421052	100	454	19000	0
pop_A	chr2L	30401	30500	0.0400850611376927	99	754	18810	0
pop_B	chr2L	30401	30500	0.0952153110047846	99	1791	18810	0
pop_A	chr2L	30501	30600	0.0166842105263157	100	317	19000	0
pop_B	chr2L	30501	30600	0.0417894736842105	100	794	19000	0
pop_A	chr2L	30601	30700	0.0245252306022788	97	452	18430	0
pop_B	chr2L	30601	30700	0.0778621812262615	97	1435	18430	0
pop_A	chr2L	30701	30800	0.0332438238453276	98	619	18620	0
pop_B	chr2L	30701	30800	0.0759935553168635	98	1415	18620	0
pop_A	chr2L	30801	30900	0.0225877192982456	96	412	18240	0
pop_B	chr2L	30801	30900	0.0907894736842105	96	1656	18240	0
pop_A	chr2L	30901	31000	0.0289207868155236	99	544	18810	0
pop_B	chr2L	30901	31000	0.0820308346624136	99	1543	18810	0
pop_A	chr2L	31001	31100	0.0132935431361909	97	245	18430	0
pop_B	chr2L	31001	31100	0.0572436245252306	97	1055	18430	0
pop_B	chr2L	31101	31200	0.0807921866521975	97	1489	18430	0
pop_A	chr2L	31101	31200	0.0290287574606619	97	535	18430	0
pop_A	chr2L	31201	31300	0.0155153508771929	96	283	18240	0
pop_B	chr2L	31201	31300	0.0471491228070175	96	860	18240	0
pop_A	chr2L	31301	31400	0.0155153508771929	96	283	18240	0
pop_B	chr2L	31301	31400	0.0695175438596491	96	1268	18240	0
pop_A	chr2L	31401	31500	0.0186602870813397	99	351	18810	0
pop_B	chr2L	31401	31500	0.0705475810738968	99	1327	18810	0
pop_A	chr2L	31501	31600	0.0222587719298245	96	406	18240	0
pop_B	chr2L	31501	31600	0.0632127192982456	96	1153	18240	0
pop_A	chr2L	31601	31700	0.026695604991861	97	492	18430	0
pop_B	chr2L	31601	31700	0.0781334780249593	97	1440	18430	0
pop_A	chr2L	31701	31800	0.0153061224489795	98	285	18620	0
pop_B	chr2L	31701	31800	0.0617615467239527	98	1150	18620	0
pop_B	chr2L	31801	31900	0.0771398192450824	99	1451	18810	0
pop_A	chr2L	31801	31900	0.0199893673577884	99	376	18810	0
pop_A	chr2L	31901	32000	0.0247965274009766	97	457	18430	0
pop_B	chr2L	31901	32000	0.0812805208898535	97	1498	18430	0
pop_A	chr2L	32001	32100	0.0205741626794258	99	387	18810	0
pop_B	chr2L	32001	32100	0.0569377990430622	99	1071	18810	0
pop_A	chr2L	32101	32200	0.0292214912280701	96	533	18240	0
pop_B	chr2L	32101	32200	0.1080043859649122	96	1970	18240	0
pop_A	chr2L	32201	32300	0.0176501860712387	99	332	18810	0
pop_B	chr2L	32201	32300	0.0622541201488569	99	1171	18810	0
pop_A	chr2L	32301	32400	0.0175257731958762	97	323	18430	0
pop_B	chr2L	32301	32400	0.0866521975040694	97	1597	18430	0
pop_A	chr2L	32401	32500	0.0144329896907216	97	266	18430	0
pop_B	chr2L	32401	32500	0.0613673358654367	97	1131	18430	0
pop_A	chr2L	32501	32600	0.010204081632653	98	190	18620	0
pop_B	chr2L	32501	32600	0.0528464017185821	98	984	18620	0
pop_B	chr2L	32601	32700	0.0595959595959596	99	1121	18810	0
pop_A	chr2L	32601	32700	0.0311004784688995	99	585	18810	0
pop_A	chr2L	32701	32800	0.0214324470971242	97	395	18430	0
pop_B	chr2L	32701	32800	0.0880629408572978	97	1623	18430	0
pop_A	chr2L	32801	32900	0.036950623982637	97	681	18430	0
pop_B	chr2L	32801	32900	0.0772110689093868	97	1423	18430	0
pop_A	chr2L	32901	33000	0.0159489633173843	99	300	18810	0
pop_B	chr2L	32901	33000	0.0606592238171185	99	1141	18810	0
pop_A	chr2L	33001	33100	0.0362452523060227	97	668	18430	0
pop_B	chr2L	33001	33100	0.0780249593054802	97	1438	18430	0
pop_A	chr2L	33101	33200	0.0183396635919696	97	338	18430	0
pop_B	chr2L	33101	33200	0.0801953336950624	97	1478	18430	0
pop_A	chr2L	33201	33300	0.0239766081871345	99	451	18810	0
pop_B	chr2L	33201	33300	0.0862838915470494	99	1623	18810	0
pop_B	chr2L	33301	33400	0.0442631578947368	100	841	19000	0
pop_A	chr2L	33301	33400	0.0157894736842105	100	300	19000	0
pop_B	chr2L	33401	33500	0.0618819776714513	99	1164	18810	0
pop_A	chr2L	33401	33500	0.0222753854332801	99	419	18810	0
pop_A	chr2L	33501	33600	0.0282296650717703	99	531	18810	0
pop_B	chr2L	33501	33600	0.0720361509835194	99	1355	18810	0
pop_A	chr2L	33601	33700	0.0217969165337586	99	410	18810	0
pop_B	chr2L	33601	33700	0.0821371610845295	99	1545	18810	0
pop_A	chr2L	33701	33800	0.0329080276448697	99	619	18810	0
pop_B	chr2L	33701	33800	0.0906964380648591	99	1706	18810	0
pop_A	chr2L	33801	33900	0.0434736842105263	100	826	19000	0
pop_B	chr2L	33801	33900	0.0917894736842105	100	1744	19000	0
pop_A	chr2L	33901	34000	0.0334049409237379	98	622	18620	0
pop_B	chr2L	33901	34000	0.1061761546723952	98	1977	18620	0
pop_A	chr2L	34001	34100	0.0446039340776182	99	839	18810	0
pop_B	chr2L	34001	34100	0.0778841041998936	99	1465	18810	0
pop_B	chr2L	34101	34200	0.0633749321758003	97	1168	18430	0
pop_A	chr2L	34101	34200	0.0222463374932175	97	410	18430	0
pop_B	chr2L	34201	34300	0.095567867036011	95	1725	18050	0
pop_A	chr2L	34201	34300	0.0270914127423822	95	489	18050	0
pop_A	chr2L	34301	34400	0.0189792663476874	99	357	18810	0
pop_B	chr2L	34301	34400	0.0780435938330675	99	1468	18810	0
pop_A	chr2L	34401	34500	0.016219119226638	98	302	18620	0
pop_B	chr2L	34401	34500	0.0759398496240601	98	1414	18620	0
pop_A	chr2L	34501	34600	0.027282491944146	98	508	18620	0
pop_B	chr2L	34501	34600	0.0951664876476906	98	1772	18620	0
pop_A	chr2L	34601	34700	0.0280170122275385	99	527	18810	0
pop_B	chr2L	34601	34700	0.0821371610845295	99	1545	18810	0
pop_A	chr2L	34701	34800	0.0223952738990332	98	417	18620	0
pop_B	chr2L	34701	34800	0.0587540279269602	98	1094	18620	0
pop_A	chr2L	34801	34900	0.0196820175438596	96	359	18240	0
pop_B	chr2L	34801	34900	0.0725877192982456	96	1324	18240	0
pop_B	chr2L	34901	35000	0.0905369484316852	99	1703	18810	0
pop_A	chr2L	34901	35000	0.0267942583732057	99	504	18810	0
pop_A	chr2L	35001	35100	0.0091836734693877	98	171	18620	0
pop_B	chr2L	35001	35100	0.0395273899033297	98	736	18620	0
pop_A	chr2L	35101	35200	0.0221267454350161	98	412	18620	0
pop_B	chr2L	35101	35200	0.0685821697099892	98	1277	18620	0
pop_A	chr2L	35201	35300	0.0210526315789473	99	396	18810	0
pop_B	chr2L	35201	35300	0.0635832004253056	99	1196	18810	0
pop_A	chr2L	35301	35400	0.018313641245972	98	341	18620	0
pop_B	chr2L	35301	35400	0.0595059076262083	98	1108	18620	0
pop_A	chr2L	35401	35500	0.0154057017543859	96	281	18240	0
pop_B	chr2L	35401	35500	0.0596491228070175	96	1088	18240	0
pop_A	chr2L	35501	35600	0.0308270676691729	98	574	18620	0
pop_B	chr2L	35501	35600	0.079001074113856	98	1471	18620	0
pop_A	chr2L	35601	35700	0.0197767145135566	99	372	18810	0
pop_B	chr2L	35601	35700	0.0637958532695374	99	1200	18810	0
pop_B	chr2L	35701	35800	0.0882631578947368	100	1677	19000	0
pop_A	chr2L	35701	35800	0.028578947368421	100	543	19000	0
pop_A	chr2L	35801	35900	0.0155153508771929	96	283	18240	0
pop_B	chr2L	35801	35900	0.0791666666666666	96	1444	18240	0
pop_A	chr2L	35901	36000	0.0271132376395534	99	510	18810	0
pop_B	chr2L	35901	36000	0.0962785752259436	99	1811	18810	0
pop_A	chr2L	36001	36100	0.0311536416799574	99	586	18810	0
pop_B	chr2L	36001	36100	0.0945241892610313	99	1778	18810	0
pop_A	chr2L	36101	36200	0.0174006444683136	98	324	18620	0
pop_B	chr2L	36101	36200	0.0467239527389903	98	870	18620	0
pop_A	chr2L	36201	36300	0.0233386496544391	99	439	18810	0
pop_B	chr2L	36201	36300	0.0793726741095162	99	1493	18810	0
pop_A	chr2L	36301	36400	0.0207868155236576	99	391	18810	0
pop_B	chr2L	36301	36400	0.0731525784157363	99	1376	18810	0
pop_B	chr2L	36401	36500	0.0525767543859649	96	959	18240	0
pop_A	chr2L	36401	36500	0.0214364035087719	96	391	18240	0
pop_B	chr2L	36501	36600	0.0831901181525241	98	1549	18620	0
pop_A	chr2L	36501	36600	0.0172932330827067	98	322	18620	0
pop_A	chr2L	36601	36700	0.0219032429558745	99	412	18810	0
pop_B	chr2L	36601	36700	0.0700159489633173	99	1317	18810	0
pop_A	chr2L	36701	36800	0.0280343716433942	98	522	18620	0
pop_B	chr2L	36701	36800	0.0781954887218045	98	1456	18620	0
pop_A	chr2L	36801	36900	0.0230397422126745	98	429	18620	0
pop_B	chr2L	36801	36900	0.0741675617615467	98	1381	18620	0
pop_A	chr2L	36901	37000	0.0225328947368421	96	411	18240	0
pop_B	chr2L	36901	37000	0.0650767543859649	96	1187	18240	0
pop_A	chr2L	37001	37100	0.0273258904837852	99	514	18810	0
pop_B	chr2L	37001	37100	0.0888888888888888	99	1672	18810	0
pop_A	chr2L	37101	37200	0.0308346624136097	99	580	18810	0
pop_B	chr2L	37101	37200	0.0878256246677299	99	1652	18810	0
pop_A	chr2L	37201	37300	0.0192803437164339	98	359	18620	0
pop_B	chr2L	37201	37300	0.0966165413533834	98	1799	18620	0
pop_B	chr2L	37301	37400	0.0503455608718766	99	947	18810	0
pop_A	chr2L	37301	37400	0.0178628389154704	99	336	18810	0
pop_B	chr2L	37401	37500	0.0625067824199674	97	1152	18430	0
pop_A	chr2L	37401	37500	0.0262072707542051	97	483	18430	0
pop_A	chr2L	37501	37600	0.029558745348219	99	556	18810	0
pop_B	chr2L	37501	37600	0.0834662413609782	99	1570	18810	0
pop_A	chr2L	37601	37700	0.0267991407089151	98	499	18620	0
pop_B	chr2L	37601	37700	0.0886143931256713	98	1650	18620	0
pop_A	chr2L	37701	37800	0.0180754917597022	99	340	18810	0
pop_B	chr2L	37701	37800	0.0685805422647528	99	1290	18810	0
pop_A	chr2L	37801	37900	0.040477482365708	97	746	18430	0
pop_B	chr2L	37801	37900	0.0989148128052089	97	1823	18430	0
pop_A	chr2L	37901	38000	0.0281063483450895	97	518	18430	0
pop_B	chr2L	37901	38000	0.0637004883342376	97	1174	18430	0
pop_A	chr2L	38001	38100	0.0167894736842105	100	319	19000	0
pop_B	chr2L	38001	38100	0.0748421052631578	100	1422	19000	0
pop_A	chr2L	38101	38200	0.0399348887683125	97	736	18430	0
pop_B	chr2L	38101	38200	0.0800868149755832	97	1476	18430	0
pop_B	chr2L	38201	38300	0.0846988605534454	97	1561	18430	0
pop_A	chr2L	38201	38300	0.0226261530113944	97	417	18430	0
pop_A	chr2L	38301	38400	0.0262094630515683	99	493	18810	0
pop_B	chr2L	38301	38400	0.0872408293460925	99	1641	18810	0
pop_A	chr2L	38401	38500	0.0170122275385433	99	320	18810	0
pop_B	chr2L	38401	38500	0.0582137161084529	99	1095	18810	0
pop_A	chr2L	38501	38600	0.023578947368421	100	448	19000	0
pop_B	chr2L	38501	38600	0.0746315789473684	100	1418	19000	0
pop_A	chr2L	38601	38700	0.0240368963646228	97	443	18430	0
pop_B	chr2L	38601	38700	0.0523602821486706	97	965	18430	0
pop_A	chr2L	38701	38800	0.0171185539606592	99	322	18810	0
pop_B	chr2L	38701	38800	0.0780435938330675	99	1468	18810	0
pop_A	chr2L	38801	38900	0.0191919191919191	99	361	18810	0
pop_B	chr2L	38801	38900	0.0912812333864965	99	1717	18810	0
pop_B	chr2L	38901	39000	0.0471513836136733	97	869	18430	0
pop_A	chr2L	38901	39000	0.0092783505154639	97	171	18430	0
pop_B	chr2L	39001	39100	0.0731416169289202	97	1348	18430	0
pop_A	chr2L	39001	39100	0.017797069994574	97	328	18430	0
pop_A	chr2L	39101	39200	0.0217728531855955	95	393	18050	0
pop_B	chr2L	39101	39200	0.077562326869806	95	1400	18050	0
pop_A	chr2L	39201	39300	0.0281765018607123	99	530	18810	0
pop_B	chr2L	39201	39300	0.082562466772993	99	1553	18810	0
pop_A	chr2L	39301	39400	0.0283566058002148	98	528	18620	0
pop_B	chr2L	39301	39400	0.0906015037593985	98	1687	18620	0
pop_A	chr2L	39401	39500	0.0265306122448979	98	494	18620	0
pop_B	chr2L	39401	39500	0.0747046186895811	98	1391	18620	0
pop_A	chr2L	39501	39600	0.0201933404940923	98	376	18620	0
pop_B	chr2L	39501	39600	0.0641783029001074	98	1195	18620	0
pop_A	chr2L	39601	39700	0.0265816055289739	99	500	18810	0
pop_B	chr2L	39601	39700	0.0818181818181818	99	1539	18810	0
pop_A	chr2L	39701	39800	0.0262083780880773	98	488	18620	0
pop_B	chr2L	39701	39800	0.0720730397422126	98	1342	18620	0
pop_B	chr2L	39801	39900	0.0791101465002713	97	1458	18430	0
pop_A	chr2L	39801	39900	0.021215409658166	97	391	18430	0
pop_A	chr2L	39901	40000	0.0210526315789473	95	380	18050	0
pop_B	chr2L	39901	40000	0.1034349030470914	95	1867	18050	0
pop_A	chr2L	40001	40100	0.0312030075187969	98	581	18620	0
pop_B	chr2L	40001	40100	0.0899570354457572	98	1675	18620	0
pop_A	chr2L	40101	40200	0.0200554016620498	95	362	18050	0
pop_B	chr2L	40101	40200	0.054792243767313	95	989	18050	0
pop_A	chr2L	40201	40300	0.0235513024986709	99	443	18810	0
pop_B	chr2L	40201	40300	0.0790536948431685	99	1487	18810	0
pop_A	chr2L	40301	40400	0.03	100	570	19000	0
pop_B	chr2L	40301	40400	0.0776315789473684	100	1475	19000	0
pop_A	chr2L	40401	40500	0.0401382243487506	99	755	18810	0
pop_B	chr2L	40401	40500	0.0759702286018075	99	1429	18810	0
pop_B	chr2L	40501	40600	0.0882384532760472	98	1643	18620	0
