pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
pop_A	pop_B	chr2L	35501	35600	0.0628571428571428	98	2464	39200	0
pop_A	pop_B	chr2L	35601	35700	0.0506060606060606	99	2004	39600	0
pop_A	pop_B	chr2L	35701	35800	0.0718	100	2872	40000	0
pop_A	pop_B	chr2L	35801	35900	0.0578645833333333	96	2222	38400	0
pop_A	pop_B	chr2L	35901	36000	0.0764646464646464	99	3028	39600	0
pop_A	pop_B	chr2L	36001	36100	0.0765151515151515	99	3030	39600	0
pop_A	pop_B	chr2L	36101	36200	0.0370918367346938	98	1454	39200	0
pop_A	pop_B	chr2L	36201	36300	0.0603535353535353	99	2390	39600	0
pop_A	pop_B	chr2L	36301	36400	0.0556565656565656	99	2204	39600	0
pop_A	pop_B	chr2L	36401	36500	0.04515625	96	1734	38400	0
pop_A	pop_B	chr2L	36501	36600	0.0586734693877551	98	2300	39200	0
pop_A	pop_B	chr2L	36601	36700	0.0538888888888888	99	2134	39600	0
pop_A	pop_B	chr2L	36701	36800	0.0644897959183673	98	2528	39200	0
pop_A	pop_B	chr2L	36801	36900	0.0567857142857142	98	2226	39200	0
pop_A	pop_B	chr2L	36901	37000	0.0540625	96	2076	38400	0
pop_A	pop_B	chr2L	37001	37100	0.0719696969696969	99	2850	39600	0
pop_A	pop_B	chr2L	37101	37200	0.075	99	2970	39600	0
pop_A	pop_B	chr2L	37201	37300	0.0711224489795918	98	2788	39200	0
pop_A	pop_B	chr2L	37301	37400	0.0419696969696969	99	1662	39600	0
pop_A	pop_B	chr2L	37401	37500	0.0529896907216494	97	2056	38800	0
pop_A	pop_B	chr2L	37501	37600	0.0659595959595959	99	2612	39600	0
pop_A	pop_B	chr2L	37601	37700	0.0722448979591836	98	2832	39200	0
pop_A	pop_B	chr2L	37701	37800	0.0514646464646464	99	2038	39600	0
pop_A	pop_B	chr2L	37801	37900	0.0814948453608247	97	3162	38800	0
pop_A	pop_B	chr2L	37901	38000	0.0557731958762886	97	2164	38800	0
pop_A	pop_B	chr2L	38001	38100	0.0568	100	2272	40000	0
pop_A	pop_B	chr2L	38101	38200	0.0727835051546391	97	2824	38800	0
pop_A	pop_B	chr2L	38201	38300	0.0667525773195876	97	2590	38800	0
pop_A	pop_B	chr2L	38301	38400	0.0685353535353535	99	2714	39600	0
pop_A	pop_B	chr2L	38401	38500	0.0468181818181818	99	1854	39600	0
pop_A	pop_B	chr2L	38501	38600	0.05765	100	2306	40000	0
pop_A	pop_B	chr2L	38601	38700	0.0460824742268041	97	1788	38800	0
pop_A	pop_B	chr2L	38701	38800	0.0565151515151515	99	2238	39600	0
pop_A	pop_B	chr2L	38801	38900	0.0687373737373737	99	2722	39600	0
pop_A	pop_B	chr2L	38901	39000	0.0341752577319587	97	1326	38800	0
pop_A	pop_B	chr2L	39001	39100	0.0544329896907216	97	2112	38800	0
pop_A	pop_B	chr2L	39101	39200	0.0603684210526315	95	2294	38000	0
pop_A	pop_B	chr2L	39201	39300	0.0647474747474747	99	2564	39600	0
pop_A	pop_B	chr2L	39301	39400	0.0718367346938775	98	2816	39200	0
pop_A	pop_B	chr2L	39401	39500	0.0595408163265306	98	2334	39200	0
pop_A	pop_B	chr2L	39501	39600	0.0503571428571428	98	1974	39200	0
pop_A	pop_B	chr2L	39601	39700	0.0638383838383838	99	2528	39600	0
pop_A	pop_B	chr2L	39701	39800	0.0588775510204081	98	2308	39200	0
pop_A	pop_B	chr2L	39801	39900	0.0586082474226804	97	2274	38800	0
pop_A	pop_B	chr2L	39901	40000	0.0741578947368421	95	2818	38000	0
pop_A	pop_B	chr2L	40001	40100	0.0721428571428571	98	2828	39200	0
pop_A	pop_B	chr2L	40101	40200	0.0465263157894736	95	1768	38000	0
pop_A	pop_B	chr2L	40201	40300	0.0614646464646464	99	2434	39600	0
pop_A	pop_B	chr2L	40301	40400	0.0629	100	2516	40000	0
pop_A	pop_B	chr2L	40401	40500	0.0682323232323232	99	2702	39600	0
pop_A	pop_B	chr2L	40501	40600	0.0662244897959183	98	2596	39200	0
pop_A	pop_B	chr2L	40601	40700	0.0436224489795918	98	1710	39200	0
pop_A	pop_B	chr2L	40701	40800	0.0693367346938775	98	2718	39200	0
pop_A	pop_B	chr2L	40801	40900	0.0637244897959183	98	2498	39200	0
pop_A	pop_B	chr2L	40901	41000	0.0472959183673469	98	1854	39200	0
pop_A	pop_B	chr2L	41001	41100	0.0834536082474226	97	3238	38800	0
pop_A	pop_B	chr2L	41101	41200	0.0569072164948453	97	2208	38800	0
pop_A	pop_B	chr2L	41201	41300	0.0464285714285714	98	1820	39200	0
pop_A	pop_B	chr2L	41301	41400	0.05625	100	2250	40000	0
pop_A	pop_B	chr2L	41401	41500	0.0548484848484848	99	2172	39600	0
pop_A	pop_B	chr2L	41501	41600	0.0717553191489361	94	2698	37600	0
pop_A	pop_B	chr2L	41601	41700	0.0506122448979591	98	1984	39200	0
pop_A	pop_B	chr2L	41701	41800	0.0450510204081632	98	1766	39200	0
pop_A	pop_B	chr2L	41801	41900	0.0758854166666666	96	2914	38400	0
pop_A	pop_B	chr2L	41901	42000	0.0508854166666666	96	1954	38400	0
pop_A	pop_B	chr2L	42001	42100	0.0476767676767676	99	1888	39600	0
pop_A	pop_B	chr2L	42101	42200	0.0734	100	2936	40000	0
pop_A	pop_B	chr2L	42201	42300	0.0650515463917525	97	2524	38800	0
pop_A	pop_B	chr2L	42301	42400	0.0588775510204081	98	2308	39200	0
pop_A	pop_B	chr2L	42401	42500	0.0808854166666666	96	3106	38400	0
pop_A	pop_B	chr2L	42501	42600	0.049090909090909	99	1944	39600	0
pop_A	pop_B	chr2L	42601	42700	0.0418229166666666	96	1606	38400	0
pop_A	pop_B	chr2L	42701	42800	0.045625	96	1752	38400	0
pop_A	pop_B	chr2L	42801	42900	0.0534042553191489	94	2008	37600	0
pop_A	pop_B	chr2L	42901	43000	0.0374489795918367	98	1468	39200	0
pop_A	pop_B	chr2L	43001	43100	0.0588775510204081	98	2308	39200	0
pop_A	pop_B	chr2L	43101	43200	0.0467171717171717	99	1850	39600	0
pop_A	pop_B	chr2L	43201	43300	0.0581443298969072	97	2256	38800	0
pop_A	pop_B	chr2L	43301	43400	0.0815463917525773	97	3164	38800	0
pop_A	pop_B	chr2L	43401	43500	0.0651041666666666	96	2500	38400	0
pop_A	pop_B	chr2L	43501	43600	0.06935	100	2774	40000	0
pop_A	pop_B	chr2L	43601	43700	0.0445454545454545	99	1764	39600	0
pop_A	pop_B	chr2L	43701	43800	0.0565151515151515	99	2238	39600	0
pop_A	pop_B	chr2L	43801	43900	0.0722105263157894	95	2744	38000	0
pop_A	pop_B	chr2L	43901	44000	0.0670408163265306	98	2628	39200	0
pop_A	pop_B	chr2L	44001	44100	0.06195	100	2478	40000	0
pop_A	pop_B	chr2L	44101	44200	0.0433163265306122	98	1698	39200	0
pop_A	pop_B	chr2L	44201	44300	0.0256185567010309	97	994	38800	0
pop_A	pop_B	chr2L	44301	44400	0.0484020618556701	97	1878	38800	0
pop_A	pop_B	chr2L	44401	44500	0.0744845360824742	97	2890	38800	0
pop_A	pop_B	chr2L	44501	44600	0.0562	100	2248	40000	0
pop_A	pop_B	chr2L	44601	44700	0.0674226804123711	97	2616	38800	0
pop_A	pop_B	chr2L	44701	44800	0.06845	100	2738	40000	0
pop_A	pop_B	chr2L	44801	44900	0.0432828282828282	99	1714	39600	0
pop_A	pop_B	chr2L	44901	45000	0.0429292929292929	99	1700	39600	0
pop_A	pop_B	chr2L	45001	45100	0.0611734693877551	98	2398	39200	0
pop_A	pop_B	chr2L	45101	45200	0.0443367346938775	98	1738	39200	0
pop_A	pop_B	chr2L	45201	45300	0.076701030927835	97	2976	38800	0
pop_A	pop_B	chr2L	45301	45400	0.0587	100	2348	40000	0
pop_A	pop_B	chr2L	45401	45500	0.0500510204081632	98	1962	39200	0
pop_A	pop_B	chr2L	45501	45600	0.0562	100	2248	40000	0
pop_A	pop_B	chr2L	45601	45700	0.0569191919191919	99	2254	39600	0
pop_A	pop_B	chr2L	45701	45800	0.0492929292929292	99	1952	39600	0
pop_A	pop_B	chr2L	45801	45900	0.063080808080808	99	2498	39600	0
pop_A	pop_B	chr2L	45901	46000	0.0618686868686868	99	2450	39600	0
pop_A	pop_B	chr2L	46001	46100	0.0615151515151515	99	2436	39600	0
pop_A	pop_B	chr2L	46101	46200	0.07	97	2716	38800	0
pop_A	pop_B	chr2L	46201	46300	0.0551030927835051	97	2138	38800	0
pop_A	pop_B	chr2L	46301	46400	0.0619	100	2476	40000	0
pop_A	pop_B	chr2L	46401	46500	0.0572959183673469	98	2246	39200	0
pop_A	pop_B	chr2L	46501	46600	0.0872	100	3488	40000	0
pop_A	pop_B	chr2L	46601	46700	0.0780927835051546	97	3030	38800	0
pop_A	pop_B	chr2L	46701	46800	0.0357368421052631	95	1358	38000	0
pop_A	pop_B	chr2L	46801	46900	0.065	93	2418	37200	0
pop_A	pop_B	chr2L	46901	47000	0.0581770833333333	96	2234	38400	0
pop_A	pop_B	chr2L	47001	47100	0.02890625	96	1110	38400	0
pop_A	pop_B	chr2L	47101	47200	0.0488020833333333	96	1874	38400	0
pop_A	pop_B	chr2L	47201	47300	0.0736868686868686	99	2918	39600	0
pop_A	pop_B	chr2L	47301	47400	0.0527835051546391	97	2048	38800	0
pop_A	pop_B	chr2L	47401	47500	0.0477272727272727	99	1890	39600	0
pop_A	pop_B	chr2L	47501	47600	0.0698	100	2792	40000	0
pop_A	pop_B	chr2L	47601	47700	0.0581818181818181	99	2304	39600	0
pop_A	pop_B	chr2L	47701	47800	0.0668877551020408	98	2622	39200	0
pop_A	pop_B	chr2L	47801	47900	0.0799473684210526	95	3038	38000	0
pop_A	pop_B	chr2L	47901	48000	0.0641326530612245	98	2514	39200	0
pop_A	pop_B	chr2L	48001	48100	0.0636734693877551	98	2496	39200	0
pop_A	pop_B	chr2L	48101	48200	0.0361111111111111	99	1430	39600	0
pop_A	pop_B	chr2L	48201	48300	0.063030303030303	99	2496	39600	0
pop_A	pop_B	chr2L	48301	48400	0.0653125	96	2508	38400	0
pop_A	pop_B	chr2L	48401	48500	0.0496464646464646	99	1966	39600	0
pop_A	pop_B	chr2L	48501	48600	0.0813020833333333	96	3122	38400	0
pop_A	pop_B	chr2L	48601	48700	0.0490816326530612	98	1924	39200	0
pop_A	pop_B	chr2L	48701	48800	0.0623979591836734	98	2446	39200	0
pop_A	pop_B	chr2L	48801	48900	0.0567171717171717	99	2246	39600	0
pop_A	pop_B	chr2L	48901	49000	0.0426	100	1704	40000	0
pop_A	pop_B	chr2L	49001	49100	0.0561340206185567	97	2178	38800	0
pop_A	pop_B	chr2L	49101	49200	0.076060606060606	99	3012	39600	0
pop_A	pop_B	chr2L	49201	49300	0.064381443298969	97	2498	38800	0
pop_A	pop_B	chr2L	49301	49400	0.0445454545454545	99	1764	39600	0
pop_A	pop_B	chr2L	49401	49500	0.06875	96	2640	38400	0
pop_A	pop_B	chr2L	49501	49600	0.0419	100	1676	40000	0
pop_A	pop_B	chr2L	49601	49700	0.0723469387755102	98	2836	39200	0
pop_A	pop_B	chr2L	49701	49800	0.0639285714285714	98	2506	39200	0
pop_A	pop_B	chr2L	49801	49900	0.0630729166666666	96	2422	38400	0
pop_A	pop_B	chr2L	49901	50000	0.0691414141414141	99	2738	39600	0
