chr	windowStart	windowEnd	D	f_d	f_dM	d_f
9	18683161	19757836	0.017277	0.295127	0.262647	0.003218
9	19275824	20279910	0.076460	0.286973	0.242344	0.012716
9	19763703	20842956	0.395687	0.272524	0.248313	0.128041
9	20279949	21672311	0.751255	0.310231	0.297903	0.598465
9	20889208	22232934	0.939122	0.340173	0.338454	0.806756
9	21672697	22514556	0.961865	0.337625	0.336371	0.851304
9	22233179	22829779	0.976363	0.340475	0.340386	0.872745
9	22514730	23143919	0.977811	0.339936	0.339936	0.875805
9	22840554	23938002	0.921661	0.329287	0.317909	0.755086
9	23184918	24324832	0.920748	0.328802	0.317415	0.751609
9	23938011	24634675	0.976968	0.335027	0.335027	0.871240
9	24324992	25406786	0.977516	0.333081	0.333081	0.873603
9	24673333	25789957	0.977590	0.337549	0.337549	0.874421
9	25420304	26208432	0.715118	0.335051	0.323872	0.542535
9	25792273	27211439	0.601429	0.366577	0.348492	0.439351
9	26217220	27797910	0.781104	0.382079	0.378593	0.547974
9	27211464	28305514	0.830235	0.371275	0.361917	0.587208
9	27802829	28805309	0.853328	0.365518	0.356884	0.615448
9	28305743	29498980	0.860415	0.349167	0.340518	0.627412
9	28810737	31019796	0.877262	0.353990	0.344212	0.666257
9	29504832	33372722	0.666634	0.325497	0.299440	0.492340
9	31020024	34098185	-0.283338	-0.457884	-0.166600	-0.159737
9	33381967	34661346	0.491592	0.366956	0.251695	0.382530
9	34126073	34928513	0.771189	0.667071	0.516785	0.620231
9	34664770	35533380	0.854158	0.922732	0.703884	0.683161
9	34929292	36220358	0.815832	0.939713	0.722212	0.604654
9	35533718	37823101	0.490269	0.748313	0.419799	0.264330
9	36229349	38827056	-0.374097	3.690725	-0.163880	-0.180261
9	37912037	39648709	-0.186237	-3.018965	-0.079290	-0.103773
9	38827122	40837087	0.366516	0.446088	0.388913	0.159759
9	39649622	41831579	0.309857	0.327519	0.215346	0.163084
9	40845821	42756515	0.191089	0.177428	0.112469	0.117991
9	41831609	43569756	-0.018497	-0.021755	-0.012125	-0.008542
9	42756527	44796287	-0.260220	-0.346994	-0.184605	-0.197562
9	43599881	46056061	-0.067008	-0.039882	-0.031476	-0.054591
10	479115	2883060	0.393820	0.166724	0.129414	0.191621
10	1735338	3930089	0.196740	0.127295	0.099194	0.092205
10	2883850	4640435	0.099636	0.142054	0.084848	0.046143
10	3930105	5455842	0.250868	0.437027	0.294092	0.120215
10	4640666	6103090	0.359490	0.659531	0.540179	0.196572
10	5456099	7666723	0.617829	0.498092	0.469192	0.368489
10	6106481	7925824	0.676152	0.510228	0.496589	0.323144
10	7666898	8273213	0.670563	0.523903	0.523054	0.290207
10	7926106	8919034	0.642267	0.495202	0.468677	0.275587
10	8282124	9125175	0.434630	0.367631	0.231687	0.223066
10	8919056	9432598	0.322514	0.278618	0.150959	0.250556
10	9156727	9953809	0.297626	0.296594	0.172764	0.141698
10	9432642	10398796	0.218034	0.359423	0.194195	0.052912
10	9953822	10743864	0.535568	0.535585	0.484052	0.167713
10	10412081	11088693	0.687432	0.488669	0.488669	0.285994
10	10746198	11485279	0.713862	0.396906	0.396906	0.329222
10	11091081	11927519	-0.277627	-0.341566	-0.145381	-0.297279
10	11485303	12198498	-0.137247	-0.379737	-0.118054	-0.073575
10	11933998	12502856	0.038115	0.073727	0.034036	0.028937
10	12198516	12839205	-0.193527	-0.673505	-0.165854	-0.116039
10	12502874	13377386	-0.283201	-1.579301	-0.237534	-0.188452
10	12839215	13631483	0.034931	0.072308	0.030651	0.024915
10	13410938	14277232	0.212136	0.308902	0.195914	0.131093
10	13633633	14579226	-0.021228	-0.017777	-0.013398	-0.004260
10	14277443	14945925	-0.033001	-0.014773	-0.014256	-0.029030
10	14582988	15295557	-0.039417	-0.017491	-0.017015	-0.035165
10	14945969	15662119	-0.041201	-0.018166	-0.017398	-0.036479
10	15296629	16255677	-0.004840	-0.002199	-0.002113	-0.001952
10	15662500	16801715	0.039162	0.017730	0.017346	0.034247
10	16262131	17259109	-0.008481	-0.003691	-0.003561	-0.012872
10	16805554	17892209	-0.319945	-0.281958	-0.197766	-0.255624
10	17259128	18216320	-0.605068	-3.027152	-0.581774	-0.450475
10	17895350	18711741	-0.711013	15.867570	-0.774154	-0.534020
10	18216340	19198363	-0.028329	-0.060176	-0.029727	-0.001278
10	18712075	19716123	0.011376	0.023178	0.012143	0.017813
10	19201943	20133912	-0.554002	-9.383856	-0.608659	-0.380432
10	19720874	21221641	-0.619581	461.465650	-0.622151	-0.448587
10	20172059	22301363	-0.360159	-2.004733	-0.326157	-0.230091
10	21222778	23598918	-0.096311	-0.245364	-0.088095	-0.046315
10	22320786	24677007	-0.130579	-0.342490	-0.122669	-0.069552
10	23627231	25671111	-0.262617	-0.914744	-0.243152	-0.157756
10	24677764	25895475	-0.256475	-1.097552	-0.264600	-0.145842
10	25674666	26268460	-0.037205	-0.128196	-0.051744	-0.012027
10	25895516	26484860	0.245806	0.483136	0.359045	0.127599
10	26268514	26671325	0.175401	0.290943	0.190853	0.098995
10	26484865	27143822	0.129423	0.194528	0.120595	0.078177
10	26678970	27352099	0.010771	0.018089	0.009415	0.009453
10	27143835	27692946	-0.315668	-1.156500	-0.285678	-0.206982
10	27352895	28282176	-0.335152	-0.534342	-0.240490	-0.245471
10	27741906	28642016	-0.088077	-0.049022	-0.042166	-0.077326
10	28282182	28930200	-0.044901	-0.021597	-0.020132	-0.036340
10	28642046	29210724	-0.101792	-0.053222	-0.047476	-0.083447
10	28936420	29404180	-0.005294	-0.002997	-0.002837	-0.004244
10	29210850	29804049	0.056267	0.032728	0.032258	0.047875
10	29404316	30093520	-0.028461	-0.016494	-0.015746	-0.037478
10	29816393	31024946	-0.225542	-0.147107	-0.125261	-0.217613
10	30119551	32134957	-0.375469	-0.292142	-0.215199	-0.324161
10	31027472	32634931	-0.485340	-0.464889	-0.284789	-0.356702
10	32134990	32961815	-0.638127	-0.812296	-0.377526	-0.438209
10	32634951	33112765	-0.654939	-1.046240	-0.428655	-0.478692
10	32963564	33439425	-0.650328	-1.214814	-0.455690	-0.466058
10	33113707	34267262	-0.596834	-0.594144	-0.330779	-0.408393
10	33439437	34920882	-0.558493	-0.219688	-0.176633	-0.413420
10	34267282	35892482	-0.202618	-0.116660	-0.098501	-0.095880
10	34920896	36703094	-0.168058	-0.146288	-0.117928	-0.062051
10	35903780	37694892	-0.356320	-0.396142	-0.153099	-0.168169
10	36703355	38334466	-0.448235	-6.625149	-0.125600	-0.259379
10	37698782	38907922	-0.214258	-0.681543	-0.071731	-0.144744
10	38334514	40628890	0.595479	0.482765	0.356189	0.434771
10	38920843	42616932	0.704251	0.444560	0.400184	0.353888
10	40702421	44398159	0.226483	0.111257	0.084833	0.062775
10	42616937	46689840	0.231658	0.115639	0.090293	0.137335
10	44431763	48075252	0.131359	0.128132	0.071784	0.089962
10	46728553	48820390	-0.054960	-0.264445	-0.038580	-0.018955
10	48085074	49848206	-0.109176	-0.293576	-0.082246	-0.043766
11	399298	4296188	-0.222403	-0.512605	-0.156353	-0.149573
11	1725926	5671948	0.115172	0.167449	0.113479	0.077780
11	4296449	6340967	0.570939	0.568020	0.500128	0.418290
11	5674512	7807437	0.695704	0.548899	0.505491	0.551885
11	6341127	8556808	0.495671	0.420118	0.340550	0.294931
11	7814508	9984582	0.698315	0.478523	0.416213	0.411315
11	8608275	10963253	0.522644	0.288998	0.160646	0.327529
11	10005880	11738970	-0.331858	-0.244333	-0.066780	-0.226576
11	10963328	12847619	-0.684468	-33.019247	-0.195794	-0.457137
11	11739175	14000586	-0.941941	1.377723	-0.296095	-0.636724
11	12918210	14755533	-0.939168	1.415572	-0.298055	-0.663172
11	14043626	15143298	-0.679907	2.695219	-0.254196	-0.504656
11	14755541	15848503	-0.279383	-0.473237	-0.114980	-0.234148
11	15162183	17108732	-0.132935	-0.125932	-0.051263	-0.100983
11	15848793	18040049	0.418162	0.125446	0.102166	0.171001
11	17135819	19387643	0.640901	0.174041	0.173424	0.161723
11	18085985	20232766	0.070364	0.199264	0.186439	0.008047
11	19387975	20821944	0.044684	0.286129	0.261270	0.005233
11	20233513	21222063	0.048260	0.309904	0.306022	0.005506
11	20831268	21945305	0.048691	0.296456	0.290394	0.005432
11	21222356	22370678	0.043899	0.292240	0.280556	0.004871
11	21945324	22954042	0.044150	0.323122	0.311822	0.004958
11	22377014	23438571	0.045132	0.336200	0.331385	0.005150
11	22966188	25104843	-0.000001	-0.000009	-0.000001	-0.000934
11	23439342	25928886	0.003211	0.032240	0.005513	-0.000658
11	25216632	26492567	0.053717	0.335552	0.332390	0.005968
11	25929194	27212157	0.045738	0.154522	0.144613	0.004777
11	26492932	27549124	-0.011968	-0.011918	-0.011046	-0.001334
11	27213754	27895590	-0.106491	-0.039500	-0.037575	-0.056154
11	27549306	28163970	0.127492	0.049917	0.048832	0.070835
11	27895736	28654306	0.143822	0.056726	0.055419	0.129960
11	28164747	29193852	-0.061485	-0.029081	-0.022619	-0.043834
11	28659817	29725520	-0.049810	-0.023188	-0.017962	-0.033430
11	29234772	29925833	0.018752	0.007765	0.007560	0.017965
11	29733141	30501787	-0.142448	-0.085890	-0.076184	-0.121960
11	29926115	31637109	-0.013651	-0.047882	-0.037768	-0.001612
11	30616030	32311457	0.034312	0.246942	0.216707	0.004024
11	31641457	32782504	0.449865	0.219301	0.218879	0.076947
11	32323469	33177913	0.907637	0.215217	0.196334	0.590162
11	32782550	34832440	0.925893	0.320036	0.289247	0.723842
11	33188546	36313374	0.722913	0.277987	0.231826	0.591045
11	34873193	38347621	-0.359248	-0.243691	-0.129226	-0.246601
12	860071	2116386	-0.325083	-1.425217	-0.317753	-0.195836
12	1481720	3393229	-0.445213	-2.476078	-0.452190	-0.295546
12	2129122	5682185	-0.382797	-0.696416	-0.301238	-0.266963
12	3408111	6704291	-0.236101	-0.287265	-0.138895	-0.132915
12	5701798	7785690	-0.227531	-0.298307	-0.167396	-0.115520
12	6728105	8745464	-0.274491	-0.423016	-0.177911	-0.160366
12	7785723	9110047	-0.565723	-1.963451	-0.413288	-0.415916
12	8790481	9459305	-0.582380	-1.338197	-0.503871	-0.385420
12	9115227	10040165	-0.163293	-0.188531	-0.118155	-0.081023
12	9494309	10433441	-0.220234	-0.239740	-0.153452	-0.132911
12	10040182	10907908	-0.416021	-0.454845	-0.280418	-0.361886
12	10433648	11310518	-0.172659	-0.158499	-0.116297	-0.142046
12	10914665	12611750	0.282444	0.235276	0.208135	0.215342
12	11326816	13948689	0.511953	0.326234	0.313739	0.382002
12	12614463	14776985	0.561735	0.263353	0.260176	0.506635
12	14020205	15362869	0.626844	0.294575	0.294138	0.567954
12	14780297	16052612	0.662732	0.344966	0.344966	0.596936
12	15369369	16370635	0.699345	0.411339	0.410638	0.629253
12	16052630	16816842	0.664075	0.387905	0.385629	0.588677
12	16385761	17624616	0.640413	0.336616	0.335304	0.569152
12	16822620	17917365	0.666797	0.353624	0.353624	0.600369
12	17624644	20491908	0.709613	0.394376	0.394376	0.638571
12	17918162	23778735	0.655823	0.336825	0.332021	0.576374
12	20545197	30557553	0.454469	0.220383	0.189949	0.303471
12	24066633	34684243	0.688046	0.284178	0.264286	0.492999
12	31359826	35835923	0.340062	0.225067	0.158804	0.231889
12	34684508	37715113	-0.074225	-0.089502	-0.040388	-0.039527
12	35900297	39414135	-0.268323	-0.349465	-0.168912	-0.166705
13	81462	2593516	-0.048122	-0.059864	-0.029163	0.012641
13	1533592	3773366	0.710649	0.311585	0.284813	0.243022
13	2593543	4906718	0.695607	0.249161	0.242015	0.197546
13	3773422	6159557	0.542928	0.303763	0.265983	0.225704
13	5037111	7038684	0.282641	0.237709	0.170807	0.100437
13	6159968	7549282	-0.024279	-0.029696	-0.016612	-0.007885
13	7038697	8246431	0.119885	0.183997	0.102140	0.014722
13	7549288	8698201	0.313461	0.442304	0.316474	0.049695
13	8246449	9089494	0.345462	0.467735	0.417374	0.050610
13	8698224	9513211	0.317602	0.354235	0.347134	0.042406
13	9119421	9892654	0.330205	0.377321	0.377321	0.044871
13	9550739	10488592	0.278455	0.412516	0.371336	0.038782
13	9892675	11072152	0.192036	0.416656	0.325210	0.025556
13	10489163	11473988	0.072737	0.456503	0.179670	0.009372
13	11072854	11736747	-0.056868	1.142124	-0.134820	-0.009183
13	11483591	12265969	-0.097328	1.196881	-0.169212	-0.015912
13	11736762	12573814	0.022429	0.081614	0.027935	0.004859
13	12272902	12918221	0.255175	0.289759	0.234020	0.079836
13	12574084	13262009	0.202376	0.317547	0.241211	0.050245
13	12919283	13696072	0.200963	0.245537	0.194585	0.045295
13	13280968	14361049	0.140837	0.142250	0.104522	0.024391
13	13751874	15771010	0.007531	0.026384	0.009912	-0.003916
13	14361077	16846176	0.179726	0.354956	0.219618	0.046785
13	15773719	17692618	0.418129	0.386392	0.329390	0.130445
13	16854322	18341079	0.537702	0.367036	0.336130	0.205155
13	17692812	19066149	0.558188	0.353747	0.333394	0.237745
13	18376892	19733531	0.526453	0.338217	0.311630	0.214349
13	19141485	21607304	0.343113	0.284449	0.242000	0.158019
13	19741061	22491142	0.046054	0.060867	0.033834	0.031198
13	21607317	23710053	-0.117911	-0.226298	-0.102006	-0.066463
13	22491161	24735619	-0.162823	-0.467354	-0.264323	-0.048590
13	23710307	25800318	-0.114726	-0.363428	-0.170220	-0.032541
13	24776439	26708687	0.349609	0.373592	0.263450	0.231451
13	25800363	27203960	0.673294	0.547954	0.475835	0.487315
13	26708817	27859369	0.590058	0.532708	0.423891	0.426305
13	27203971	28761592	0.300066	0.242266	0.159596	0.170208
13	27864011	29920503	0.152577	0.103062	0.066973	0.056167
13	28761659	30689049	0.141581	0.119028	0.073456	0.060717
13	29944149	31797024	0.231602	0.220108	0.157736	0.132171
13	30705869	32440295	0.142574	0.137364	0.104338	0.063790
13	31797060	34365275	0.040688	0.049412	0.028413	0.030334
13	32456188	35892744	0.053231	0.083996	0.041732	0.044470
13	34550646	38398194	0.199314	0.137797	0.130497	0.092333
13	35892793	40480782	0.063318	0.051728	0.042233	0.023874
13	38398238	42264434	-0.120537	-0.184931	-0.074548	-0.099777
14	582036	2278141	0.339559	0.304673	0.200009	0.239395
14	1491917	3792250	0.224067	0.215978	0.119262	0.116623
14	2331748	4853342	0.231539	0.238733	0.122008	0.089364
14	3792261	6206844	0.286710	0.229644	0.147602	0.154273
14	4853549	7385992	0.029757	0.028533	0.019344	0.014215
14	6241392	8890564	0.426932	0.284548	0.235285	0.214564
14	7386019	9692293	0.552337	0.357869	0.330965	0.296292
14	8890608	10201291	-0.049646	-0.135359	-0.080441	-0.015686
14	9692495	10617104	-0.088846	-0.425959	-0.169367	-0.033802
14	10228970	10825545	-0.186995	2.630346	-0.484973	-0.088168
14	10619776	12402527	-0.212993	3.053478	-0.522079	-0.102448
14	10825853	12911074	-0.193810	-0.529413	-0.261340	-0.111268
14	12546712	13764869	-0.121367	-0.159983	-0.121602	-0.081805
14	12912235	18986164	-0.107870	-0.190574	-0.086684	-0.083861
14	13834208	20212933	-0.401996	2.421723	-0.090004	-0.217116
14	19157410	20909833	-0.866331	0.733635	-0.064587	-0.263685
14	20213920	21312615	-0.888573	0.646269	-0.044016	-0.228689
14	20927612	21879943	-0.821981	0.694956	-0.041050	-0.236090
14	21314937	22390487	-0.878560	0.727025	-0.042033	-0.253369
14	21880459	22767312	-0.958332	0.764783	-0.044967	-0.275173
14	22390496	24036029	-0.939604	0.715208	-0.040713	-0.256741
14	22788440	24760344	-0.873017	0.512241	-0.033733	-0.186526
14	24054538	25694554	-0.890924	0.519580	-0.034152	-0.177102
14	24760349	27571920	-0.938330	0.698981	-0.038396	-0.211579
14	25716433	28259221	-0.744639	2.267083	-0.077420	-0.282416
14	27574930	29044636	-0.544036	-13.486036	-0.185935	-0.306871
14	28259562	29460384	-0.321859	-1.957694	-0.483226	-0.211565
14	29054634	29954700	-0.172273	-0.367023	-0.187500	-0.100256
14	29460656	30269874	-0.201811	-0.215524	-0.124198	-0.121468
14	29955162	30590529	-0.232752	-0.395977	-0.238940	-0.155396
14	30270416	31566692	-0.156081	-0.219901	-0.151082	-0.094771
14	30619179	32041303	-0.158006	-0.194576	-0.142407	-0.100381
14	31577681	32621979	-0.221906	-0.312479	-0.218738	-0.142653
14	32043749	32938701	-0.287732	-0.573915	-0.335781	-0.186960
14	32641697	33146462	-0.412105	-2.061867	-0.672063	-0.284408
14	32938951	33539780	-0.407595	-2.225354	-0.689956	-0.279948
14	33146635	33873234	-0.403919	-2.335630	-0.700207	-0.275647
14	33540012	34261765	-0.407208	-2.451599	-0.709736	-0.277415
14	33873285	34953473	-0.406625	-2.719045	-0.730524	-0.274877
14	34302559	35531498	-0.401253	-2.634885	-0.723322	-0.270125
14	35016041	35903588	-0.394421	-2.273012	-0.688222	-0.265504
14	35537334	36273822	-0.398019	-2.563660	-0.714350	-0.267353
14	35906352	36766172	-0.409180	-3.315149	-0.767852	-0.274150
14	36294270	37120887	-0.333124	-1.207619	-0.501821	-0.222953
14	36766419	37634210	-0.264616	-0.632938	-0.337272	-0.178040
14	37138817	38134369	-0.335202	-1.130622	-0.490252	-0.228182
14	37638988	38867968	-0.407564	-2.720103	-0.729791	-0.275771
14	38134406	39252566	-0.260130	-0.732096	-0.363068	-0.160656
14	38917233	39892474	-0.200338	-0.399022	-0.238453	-0.120830
14	39289032	40357742	-0.347618	-1.148660	-0.501684	-0.237158
14	39892548	40700522	-0.352953	-1.209620	-0.512408	-0.240453
14	40364645	40881827	-0.347793	-1.123011	-0.457435	-0.238586
14	40700554	41442182	-0.396575	-1.872457	-0.574376	-0.273198
14	40902235	41861897	-0.410083	-4.483752	-0.556037	-0.258352
14	41442206	42359504	-0.331670	2.556701	-0.421283	-0.160459
14	41865025	42717679	-0.174114	-0.252551	-0.176633	-0.084675
14	42392668	42970583	0.247729	0.162749	0.147211	0.098408
14	42719069	43316079	0.520507	0.272118	0.217100	0.258087
14	42970805	44396886	0.545400	0.445069	0.252497	0.330047
14	43318819	44949772	0.096591	0.268149	0.053175	0.056419
14	44410849	46106527	0.399034	0.440869	0.231848	0.232379
14	44949968	47024245	0.701990	0.469008	0.387869	0.464407
14	46106532	47872584	-0.141908	-0.135602	-0.070893	-0.126315
14	47040929	48905695	0.005329	0.005518	0.003620	-0.039166
15	935783	5138686	-0.175496	-0.310722	-0.086734	-0.149633
15	2239358	6018834	0.302645	0.316173	0.225242	0.164182
15	5138730	7667023	0.281579	0.407262	0.225725	0.120367
15	6046739	8941748	0.204019	0.161591	0.100666	0.061265
15	7676485	10427515	-0.070616	-0.072139	-0.037677	-0.080858
15	8941760	11495621	-0.257268	-0.505494	-0.173074	-0.160447
15	10427553	12580067	0.109145	0.111724	0.066645	0.042149
15	11496047	13112862	0.666613	0.433974	0.360019	0.466878
15	12582515	13768943	0.544806	0.461510	0.341484	0.286617
15	13189780	14429219	-0.083944	-0.227999	-0.042122	-0.085516
15	13768997	15084801	0.124337	0.190455	0.057674	0.014395
15	14455897	15710374	0.621641	0.537303	0.332857	0.376009
15	15085230	16432607	0.396684	1.033343	0.079299	0.108203
15	15753798	17116574	-0.761253	0.298069	-0.056708	-0.088225
15	16433593	17561304	-0.717273	0.300486	-0.102664	-0.056601
15	17117224	18241215	0.195338	0.467040	0.080360	0.040865
15	17574304	18545361	0.492971	0.333922	0.238745	0.188885
15	18270944	18988174	0.448372	0.318395	0.216513	0.154871
15	18546848	19227612	0.478138	0.316421	0.230977	0.187187
15	18988213	19787513	0.421261	0.334788	0.189060	0.125612
15	19245467	20238108	0.342868	0.357942	0.145040	0.078660
15	19807098	20519004	0.218006	0.334685	0.083784	0.039967
15	20238249	21006126	0.138496	0.103658	0.044597	0.020926
15	20533880	21316862	0.383110	0.125466	0.125323	0.354189
15	21009549	21944152	0.331267	0.102329	0.102074	0.307067
15	21316929	22313832	0.351187	0.109588	0.108371	0.324094
15	21944590	22602877	0.454343	0.141305	0.139180	0.408160
15	22323697	22956273	0.467912	0.159487	0.158379	0.427431
15	22681898	23343481	0.431064	0.151312	0.150866	0.399675
15	22972240	23709397	0.437591	0.162123	0.162031	0.408601
15	23368792	24059654	0.443661	0.171902	0.171839	0.412855
15	23711288	24275630	0.443157	0.167578	0.167512	0.411497
15	24059776	24550574	0.465812	0.180041	0.179993	0.437045
15	24282010	24950885	0.471510	0.181580	0.181272	0.442234
15	24563599	25355184	0.466475	0.179262	0.178647	0.435471
15	24954067	25811446	0.395781	0.139033	0.138823	0.368390
15	25355394	26083846	0.302622	0.092812	0.092598	0.283378
15	25811694	26284423	0.252821	0.074784	0.074519	0.239325
15	26085460	26667676	0.251086	0.074410	0.074304	0.238483
15	26285992	27186645	0.238968	0.069497	0.069351	0.229516
15	26667702	27541758	0.235747	0.069468	0.069305	0.227053
15	27188061	28000501	0.248148	0.074789	0.074646	0.237107
15	27563193	28426247	0.252073	0.075681	0.075444	0.240826
15	28003068	28994289	0.270079	0.078911	0.078524	0.253408
15	28426264	29484399	0.306336	0.099377	0.098762	0.280047
15	29015364	29811868	0.187714	0.057660	0.056232	0.172703
15	29484466	30050197	-0.105293	-0.021763	-0.020765	-0.102050
15	29811937	30219290	-0.265290	-0.039293	-0.037762	-0.268111
15	30068245	30690647	-0.215363	-0.031673	-0.030618	-0.212340
15	30220409	32066979	-0.125491	-0.020662	-0.019944	-0.126842
15	30691600	32456605	-0.015011	-0.002475	-0.002412	-0.016924
15	32067291	32942598	0.196510	0.036017	0.035508	0.168904
15	32456914	33387944	0.391094	0.084642	0.084418	0.359890
15	32942633	33618738	0.517395	0.128313	0.128198	0.488907
15	33388287	34043167	0.593884	0.156732	0.156641	0.563285
15	33618785	34324987	0.589331	0.134461	0.134425	0.561438
15	34064315	34843278	0.439464	0.084714	0.083723	0.429396
15	34374466	35390784	0.269752	0.041124	0.040578	0.274170
15	34843421	35709840	0.231173	0.025888	0.025866	0.237120
15	35390811	36111882	0.232524	0.036780	0.036734	0.232822
15	35716294	36337531	0.255896	0.067763	0.067573	0.242902
15	36111916	36612357	0.256067	0.076912	0.076728	0.241305
15	36337546	36989055	0.257174	0.073368	0.073182	0.243660
15	36636785	37255485	0.254878	0.073107	0.072817	0.241464
15	36989076	37742391	0.241412	0.073670	0.073372	0.224839
15	37271868	38077597	0.246252	0.077241	0.076975	0.226961
15	37742415	38268865	0.321271	0.092802	0.092461	0.292688
15	38081483	39080911	0.392868	0.083904	0.083713	0.374227
15	38284478	39679606	0.357074	0.063108	0.062955	0.344410
15	39083651	40020210	0.348629	0.080360	0.079837	0.331412
15	39681493	40405966	0.407006	0.127488	0.126388	0.389303
15	40088368	40854145	0.497298	0.219538	0.217518	0.463891
15	40442196	41149033	0.584096	0.272682	0.270733	0.540351
15	40854242	41520912	0.615584	0.294147	0.291177	0.571897
15	41149254	42020886	0.516110	0.263480	0.258699	0.463557
15	41521124	42818817	0.419947	0.270364	0.263715	0.349057
15	42020913	43398525	0.435311	0.268862	0.266154	0.347866
15	42818829	43615462	0.446055	0.349089	0.328888	0.266912
15	43401826	44057698	0.418176	0.424603	0.402013	0.268917
15	43642914	44765195	0.466455	0.521517	0.520235	0.351752
15	44057720	45163407	0.582367	0.756675	0.755933	0.435967
15	44767195	45820304	0.588707	0.665030	0.664855	0.448902
15	45163502	46741776	0.480548	0.229929	0.229929	0.402196
15	45820316	47095595	0.186942	0.076848	0.045292	0.055565
15	46745602	47556889	-0.098127	-0.170036	-0.021764	-0.015903
15	47095604	48371253	0.198112	0.151856	0.058634	0.022812
15	47557207	48930872	0.310043	0.103578	0.100311	0.231685
15	48405777	49446734	0.308740	0.128871	0.127531	0.285408
15	48931188	50100047	0.065749	0.084046	0.034392	0.007131
15	49513956	50452734	-0.419833	-2.291647	-0.202290	-0.135213
16	50235	2810296	-0.004506	-0.008341	-0.002548	-0.009075
16	1171300	4426959	0.446890	0.394904	0.275774	0.254216
16	2810350	5533390	0.462093	0.279899	0.241786	0.260605
16	4484330	6264904	0.237860	0.129215	0.090906	0.138273
16	5588851	7085484	0.180451	0.095297	0.061138	0.079098
16	6265095	7494735	0.446582	0.182984	0.147050	0.247497
16	7085603	7809599	0.643508	0.219474	0.188189	0.312873
16	7495017	8450358	0.620295	0.192600	0.156892	0.257581
16	7809638	8957387	0.562666	0.199215	0.181898	0.457575
16	8450989	9223922	0.399488	0.163404	0.163379	0.362544
16	8958875	9669717	0.367638	0.150613	0.149692	0.333159
16	9223988	10736812	0.450859	0.162464	0.159289	0.415044
16	9669729	11276455	0.532877	0.193816	0.191370	0.495449
16	10737134	12010334	0.492228	0.193586	0.192221	0.452735
16	11278603	12389153	0.422578	0.178072	0.176840	0.385124
16	12020947	12826616	0.407630	0.174257	0.172791	0.371476
16	12389358	13190026	0.411226	0.175188	0.173304	0.375358
16	12826625	13452072	0.490752	0.197261	0.195630	0.451374
16	13190071	14005514	0.495752	0.199699	0.198034	0.456310
16	13452186	14435497	0.480798	0.197406	0.195268	0.442407
16	14018328	14860164	0.501678	0.212882	0.206927	0.439790
16	14440016	15164485	0.293521	0.174213	0.142306	0.198468
16	14902760	15434710	-0.343230	-1.377691	-0.162609	-0.188291
16	15164806	15690755	-0.383530	-1.184783	-0.131482	-0.240982
16	15435059	16115618	-0.289108	-0.707629	-0.126133	-0.169127
16	15710478	16304892	-0.304098	-0.922632	-0.140808	-0.173266
16	16115851	16795724	-0.596143	1.429387	-0.311334	-0.279783
16	16305160	17126644	-0.604214	1.607880	-0.292822	-0.285239
16	16800852	17475905	-0.834969	1.170704	-0.159363	-0.385236
16	17126660	17831669	-0.933451	1.063077	-0.145069	-0.408222
16	17491406	18207628	-0.956485	1.054639	-0.143061	-0.418071
16	17832006	18744270	-0.949134	1.053770	-0.145522	-0.410381
16	18227200	19183914	-0.472172	1.304624	-0.104583	-0.216499
16	18744323	19504003	-0.175707	40.887096	-0.058635	-0.052687
16	19191105	21083195	-0.421437	6.667435	-0.292719	-0.184967
16	19525475	21591795	-0.326559	-1.447953	-0.203251	-0.158062
16	21083613	22057884	-0.187363	-0.294229	-0.105335	-0.106023
16	21667028	22519294	-0.253043	-0.574739	-0.166827	-0.136216
16	22076554	22987643	-0.873587	1.108338	-0.157418	-0.390856
16	22536276	23608678	-0.886367	1.195005	-0.139814	-0.403678
16	22987995	24178758	-0.921421	1.159328	-0.142096	-0.438550
16	23632752	24472298	-0.849770	1.069626	-0.130077	-0.386156
16	24179017	24762854	-0.842774	1.042383	-0.124927	-0.344904
16	24480213	25254307	-0.972115	1.027887	-0.141846	-0.373257
16	24776324	25835857	-0.969343	0.924434	-0.145048	-0.324656
16	25254315	26362231	-0.849296	0.842186	-0.139089	-0.264878
16	25835882	26665399	-0.288828	1.772606	-0.077104	-0.110145
16	26362465	27395366	-0.010330	-0.018699	-0.003841	0.009536
16	26728458	27690045	0.136307	0.132701	0.054129	0.075419
16	27395383	28235085	0.345055	0.379100	0.180322	0.238756
16	27690069	28438147	0.159041	0.349326	0.087882	0.111959
16	28235364	28838874	-0.172147	-0.180436	-0.073633	-0.121785
16	28465408	29564092	-0.080843	-0.063399	-0.038909	-0.061204
16	28838920	30176565	-0.084226	-0.052798	-0.040334	-0.055467
16	29642764	30681941	-0.164144	-0.102188	-0.075731	-0.079737
16	30197960	31839815	-0.175515	-0.175414	-0.087954	-0.097415
16	30727752	33385121	-0.087632	-0.077786	-0.039947	-0.057780
16	31839833	34709534	-0.171499	-0.239387	-0.080688	-0.111238
16	33385183	35942971	-0.074552	-0.074442	-0.035590	-0.059516
16	34726398	36637389	0.200208	0.145701	0.108660	0.146359
17	1421185	4228964	0.010858	0.009550	0.004315	-0.000317
17	3266317	5078835	0.042652	0.035597	0.020567	0.013709
17	4276788	6138528	0.134026	0.112419	0.084170	0.084567
