id	chrom	start	stop	pos_start	pos_stop	modelL	nullL	sel_coef	nSNPs	nSNPs_avail	xpclr	xpclr_norm
14_23100001_23600000	14	23100001	23600000	23116887	23552857	-18.80073980814214	-18.80073980814214	0.0	12.0	12.0	0.0	-0.1484547279638088
14_23200001_23700000	14	23200001	23700000	23213213	23697549	-24.56949114361941	-24.56949114361941	0.0	18.0	18.0	0.0	-0.1484547279638088
14_23300001_23800000	14	23300001	23800000	23474044	23797052	-21.12857842501874	-21.12857842501874	0.0	14.0	14.0	0.0	-0.1484547279638088
14_23400001_23900000	14	23400001	23900000	23474044	23885764	-21.121616423192663	-21.121616423192663	0.0	20.0	20.0	0.0	-0.1484547279638088
14_23500001_24000000	14	23500001	24000000	23518588	23989576	-21.121616423192656	-21.121616423192656	0.0	28.0	28.0	0.0	-0.1484547279638088
14_23600001_24100000	14	23600001	24100000	23620871	24054538	-17.688889794651224	-17.688889794651224	0.0	28.0	28.0	0.0	-0.1484547279638088
14_23700001_24200000	14	23700001	24200000	23797052	24146316	-17.751178634619468	-17.751178634619468	0.0	21.0	21.0	0.0	-0.1484547279638088
14_23800001_24300000	14	23800001	24300000	23821772	24146316	-14.517522209182259	-17.753499301894824	0.01	20.0	20.0	6.47195418542513	7.038844214962322
14_23900001_24400000	14	23900001	24400000	23945415	24398404	-27.40596014496525	-27.40596014496525	0.0	21.0	21.0	0.0	-0.1484547279638088
14_24000001_24500000	14	24000001	24500000	24030374	24489881	-27.285197265015704	-27.285197265015704	0.0	17.0	17.0	0.0	-0.1484547279638088
14_24100001_24600000	14	24100001	24600000	24146184	24589808	-33.24673292014026	-33.24673292014026	0.0	24.0	24.0	0.0	-0.1484547279638088
14_24200001_24700000	14	24200001	24700000	24301374	24681888	-39.573701172354205	-39.573701172354205	0.0	30.0	30.0	0.0	-0.1484547279638088
14_24300001_24800000	14	24300001	24800000	24301374	24775408	-43.71175424693887	-43.71175424693887	0.0	50.0	50.0	0.0	-0.1484547279638088
14_24400001_24900000	14	24400001	24900000	24424086	24899092	-37.82224958970785	-37.82224958970785	0.0	52.0	52.0	0.0	-0.1484547279638088
14_24500001_25000000	14	24500001	25000000	24513629	24999922	-26.972509709739036	-28.122525308689433	0.0008	56.0	56.0	2.3000311979007932	2.4057987979028304
14_24600001_25100000	14	24600001	25100000	24600590	25098750	-22.266197236804313	-22.266197236804313	0.0	57.0	57.0	0.0	-0.1484547279638088
14_24700001_25200000	14	24700001	25200000	24702179	25176488	-16.219749219695906	-16.219749219695906	0.0	59.0	59.0	0.0	-0.1484547279638088
14_24800001_25300000	14	24800001	25300000	24810307	25299386	-12.080395381252444	-12.080395381252444	0.0	41.0	41.0	0.0	-0.1484547279638088
14_24900001_25400000	14	24900001	25400000	24904328	25364431	-16.971540061322486	-16.971540061322486	0.0	34.0	34.0	0.0	-0.1484547279638088
14_25000001_25500000	14	25000001	25500000	25000114	25406306	-22.803661162822593	-22.803661162822593	0.0	26.0	26.0	0.0	-0.1484547279638088
14_25100001_25600000	14	25100001	25600000	25101467	25594969	-22.787630163404884	-22.787630163404884	0.0	17.0	17.0	0.0	-0.1484547279638088
14_25200001_25700000	14	25200001	25700000	25296104	25694554	-22.7756069138416	-22.7756069138416	0.0	8.0	8.0	0.0	-0.1484547279638088
14_25300001_25800000	14	25300001	25800000	25313442	25716433	-28.822459771891477	-28.822459771891477	0.0	7.0	7.0	0.0	-0.1484547279638088
14_25400001_25900000	14	25400001	25900000	25406306	25858630	-27.871829855898966	-27.871829855898966	0.0	7.0	7.0	0.0	-0.1484547279638088
14_25500001_26000000	14	25500001	26000000	25594659	25918875	-22.051115427061458	-22.051115427061458	0.0	7.0	7.0	0.0	-0.1484547279638088
14_25600001_26100000	14	25600001	26100000	25694554	26017646	-22.087185175751316	-22.087185175751316	0.0	6.0	6.0	0.0	-0.1484547279638088
14_25700001_26200000	14	25700001	26200000	25716433	26196463	-19.676782641805662	-22.087185175751312	0.01	6.0	6.0	4.8208050678913	5.205193671855955
14_25800001_26300000	14	25800001	26300000	25801126	26196463	-16.04033231770144	-16.04033231770144	0.0	5.0	5.0	0.0	-0.1484547279638088
14_25900001_26400000	14	25900001	26400000	25918875	26345705	-12.076023290502157	-12.076023290502157	0.0	5.0	5.0	0.0	-0.1484547279638088
14_26000001_26500000	14	26000001	26500000	26017646	26473325	-17.13702093113476	-17.13702093113476	0.0	5.0	5.0	0.0	-0.1484547279638088
14_26100001_26600000	14	26100001	26600000	26196463	26552581	-23.147804040494776	-23.147804040494776	0.0	6.0	6.0	0.0	-0.1484547279638088
14_26200001_26700000	14	26200001	26700000	26327562	26552581	-23.147804040494776	-23.147804040494776	0.0	5.0	5.0	0.0	-0.1484547279638088
14_26300001_26800000	14	26300001	26800000	26327562	26763115	-27.02524250096557	-27.02524250096557	0.0	6.0	6.0	0.0	-0.1484547279638088
14_26400001_26900000	14	26400001	26900000	26473325	26844604	-20.897014008944222	-20.897014008944222	0.0	5.0	5.0	0.0	-0.1484547279638088
14_26500001_27000000	14	26500001	27000000	26533792	26975128	-20.897014008944222	-20.897014008944222	0.0	5.0	5.0	0.0	-0.1484547279638088
14_26600001_27100000	14	26600001	27100000	26763115	27093568	-26.880747339577255	-26.880747339577255	0.0	5.0	5.0	0.0	-0.1484547279638088
14_26700001_27200000	14	26700001	27200000	26763115	27188490	-38.8004480353554	-38.8004480353554	0.0	9.0	9.0	0.0	-0.1484547279638088
14_26800001_27300000	14	26800001	27300000	26844604	27298488	-41.03921481734267	-41.03921481734267	0.0	13.0	13.0	0.0	-0.1484547279638088
14_26900001_27400000	14	26900001	27400000	26975128	27399760	-42.04052849848416	-42.04052849848416	0.0	19.0	19.0	0.0	-0.1484547279638088
14_27000001_27500000	14	27000001	27500000	27093102	27499257	-48.02301195409479	-48.02301195409479	0.0	28.0	28.0	0.0	-0.1484547279638088
14_27100001_27600000	14	27100001	27600000	27139998	27574930	-41.962714210751194	-41.962714210751194	0.0	35.0	35.0	0.0	-0.1484547279638088
14_27200001_27700000	14	27200001	27700000	27205351	27675889	-36.124164274408706	-36.124164274408706	0.0	39.0	39.0	0.0	-0.1484547279638088
14_27300001_27800000	14	27300001	27800000	27360628	27799548	-56.309503897688195	-59.490715758617945	0.0002	42.0	42.0	6.3624237218595	6.91720735498944
14_27400001_27900000	14	27400001	27900000	27422662	27870795	-53.43484658795257	-53.43484658795257	0.0	40.0	40.0	0.0	-0.1484547279638088
14_27500001_28000000	14	27500001	28000000	27523888	27981962	-41.4363563386284	-41.4363563386284	0.0	40.0	40.0	0.0	-0.1484547279638088
14_27600001_28100000	14	27600001	28100000	27612397	28017721	-37.3359022395025	-40.3490117384387	0.01	34.0	34.0	6.026218997872391	6.54384194045034
14_27700001_28200000	14	27700001	28200000	27720388	28195646	-37.95031123427864	-37.95031123427864	0.0	30.0	30.0	0.0	-0.1484547279638088
14_27800001_28300000	14	27800001	28300000	27800634	28287182	-45.66347371021321	-45.66347371021321	0.0	35.0	35.0	0.0	-0.1484547279638088
14_27900001_28400000	14	27900001	28400000	27941421	28396287	-60.416775517862305	-60.416775517862305	0.0	34.0	34.0	0.0	-0.1484547279638088
14_28000001_28500000	14	28000001	28500000	28001091	28396287	-48.618716635065766	-48.618716635065766	0.0	24.0	24.0	0.0	-0.1484547279638088
14_28100001_28600000	14	28100001	28600000	28137293	28396287	-43.73276697752534	-43.73276697752534	0.0	21.0	21.0	0.0	-0.1484547279638088
14_28200001_28700000	14	28200001	28700000	28204382	28396287	-43.718191717522636	-43.718191717522636	0.0	17.0	17.0	0.0	-0.1484547279638088
14_28300001_28800000	14	28300001	28800000	28320796	28741940	-32.020857760117394	-32.020857760117394	0.0	12.0	12.0	0.0	-0.1484547279638088
14_28400001_28900000	14	28400001	28900000	28714595	28886945	-17.29157798761668	-17.29157798761668	0.0	23.0	23.0	0.0	-0.1484547279638088
14_28500001_29000000	14	28500001	29000000	28714595	28999555	-17.285522323294025	-17.285522323294025	0.0	29.0	29.0	0.0	-0.1484547279638088
14_28600001_29100000	14	28600001	29100000	28714595	29067776	-17.27845511052323	-17.27845511052323	0.0	45.0	45.0	0.0	-0.1484547279638088
14_28700001_29200000	14	28700001	29200000	28714595	29195734	-17.275086533465416	-17.275086533465416	0.0	64.0	64.0	0.0	-0.1484547279638088
14_28800001_29300000	14	28800001	29300000	28813176	29297440	-12.870620712909657	-12.870620712909657	0.0	66.0	66.0	0.0	-0.1484547279638088
14_28900001_29400000	14	28900001	29400000	28989543	29388213	-12.86730213859019	-12.86730213859019	0.0	66.0	66.0	0.0	-0.1484547279638088
14_29000001_29500000	14	29000001	29500000	29026309	29460656	-17.027124509444278	-17.027124509444278	0.0	65.0	65.0	0.0	-0.1484547279638088
14_29100001_29600000	14	29100001	29600000	29113422	29566641	-21.119275782956677	-21.119275782956677	0.0	63.0	63.0	0.0	-0.1484547279638088
14_29200001_29700000	14	29200001	29700000	29209148	29688967	-28.93655526975743	-28.93655526975743	0.0	60.0	60.0	0.0	-0.1484547279638088
14_29300001_29800000	14	29300001	29800000	29362237	29797709	-28.937294338244733	-28.937294338244733	0.0	56.0	56.0	0.0	-0.1484547279638088
14_29400001_29900000	14	29400001	29900000	29447444	29875015	-16.064650081870184	-16.064650081870184	0.0	47.0	47.0	0.0	-0.1484547279638088
14_29500001_30000000	14	29500001	30000000	29510082	29997083	-24.175783840799305	-24.175783840799305	0.0	54.0	54.0	0.0	-0.1484547279638088
14_29600001_30100000	14	29600001	30100000	29649146	30096631	-36.21668896880663	-36.48360675759048	0.0001	53.0	53.0	0.5338355775677002	0.4443856680620567
14_29700001_30200000	14	29700001	30200000	29712051	30193161	-35.523821337997106	-35.523821337997106	0.0	58.0	58.0	0.0	-0.1484547279638088
14_29800001_30300000	14	29800001	30300000	29809589	30272467	-35.52550421781024	-35.52550421781024	0.0	63.0	63.0	0.0	-0.1484547279638088
14_29900001_30400000	14	29900001	30400000	29910415	30352626	-35.40792359358286	-35.40792359358286	0.0	67.0	67.0	0.0	-0.1484547279638088
14_30000001_30500000	14	30000001	30500000	30033454	30494395	-23.366220138575052	-23.366220138575052	0.0	71.0	71.0	0.0	-0.1484547279638088
14_30100001_30600000	14	30100001	30600000	30133245	30590529	-23.36902744190749	-23.36902744190749	0.0	76.0	76.0	0.0	-0.1484547279638088
14_30200001_30700000	14	30200001	30700000	30208950	30672888	-27.041517449258652	-27.041517449258652	0.0	66.0	66.0	0.0	-0.1484547279638088
14_30300001_30800000	14	30300001	30800000	30305348	30735827	-27.040316893434	-27.040316893434	0.0	58.0	58.0	0.0	-0.1484547279638088
14_30400001_30900000	14	30400001	30900000	30426881	30853169	-35.208750595448535	-35.208750595448535	0.0	55.0	55.0	0.0	-0.1484547279638088
14_30500001_31000000	14	30500001	31000000	30533787	30922519	-31.042474137384293	-31.042474137384293	0.0	40.0	40.0	0.0	-0.1484547279638088
14_30600001_31100000	14	30600001	31100000	30619179	31098291	-27.91913927394949	-27.91913927394949	0.0	26.0	26.0	0.0	-0.1484547279638088
14_30700001_31200000	14	30700001	31200000	30709990	31198854	-24.13753562962524	-24.13753562962524	0.0	19.0	19.0	0.0	-0.1484547279638088
14_30800001_31300000	14	30800001	31300000	30834391	31289901	-24.136643657859224	-24.136643657859224	0.0	21.0	21.0	0.0	-0.1484547279638088
14_30900001_31400000	14	30900001	31400000	30922519	31289901	-12.324773502537461	-12.324773502537461	0.0	14.0	14.0	0.0	-0.1484547279638088
14_31000001_31500000	14	31000001	31500000	31003952	31493280	-16.445499212874225	-16.445499212874225	0.0	21.0	21.0	0.0	-0.1484547279638088
14_31100001_31600000	14	31100001	31600000	31100877	31577681	-20.52232962163236	-20.52232962163236	0.0	23.0	23.0	0.0	-0.1484547279638088
14_31200001_31700000	14	31200001	31700000	31206387	31687302	-20.48449960300946	-20.48449960300946	0.0	26.0	26.0	0.0	-0.1484547279638088
14_31300001_31800000	14	31300001	31800000	31426125	31798435	-20.439801146357723	-20.439801146357723	0.0	35.0	35.0	0.0	-0.1484547279638088
14_31400001_31900000	14	31400001	31900000	31426125	31878978	-20.427240683335512	-20.427240683335512	0.0	47.0	47.0	0.0	-0.1484547279638088
14_31500001_32000000	14	31500001	32000000	31507839	31977476	-20.38339956293007	-20.38339956293007	0.0	45.0	45.0	0.0	-0.1484547279638088
14_31600001_32100000	14	31600001	32100000	31612238	32066170	-16.30309278446936	-16.30309278446936	0.0	56.0	56.0	0.0	-0.1484547279638088
14_31700001_32200000	14	31700001	32200000	31707851	32182019	-16.304277606883897	-16.304277606883897	0.0	57.0	57.0	0.0	-0.1484547279638088
14_31800001_32300000	14	31800001	32300000	31814660	32297750	-8.20086117671693	-8.20086117671693	0.0	45.0	45.0	0.0	-0.1484547279638088
14_31900001_32400000	14	31900001	32400000	31947873	32365256	-12.297260894912963	-12.297260894912963	0.0	40.0	40.0	0.0	-0.1484547279638088
14_32000001_32500000	14	32000001	32500000	32001977	32497575	-25.389246574013132	-25.389246574013132	0.0	45.0	45.0	0.0	-0.1484547279638088
14_32100001_32600000	14	32100001	32600000	32125011	32594359	-29.519439755013924	-29.519439755013924	0.0	39.0	39.0	0.0	-0.1484547279638088
14_32200001_32700000	14	32200001	32700000	32275264	32695793	-33.717199096529185	-33.717199096529185	0.0	45.0	45.0	0.0	-0.1484547279638088
14_32300001_32800000	14	32300001	32800000	32347787	32772329	-37.91104163082089	-37.91104163082089	0.0	58.0	58.0	0.0	-0.1484547279638088
14_32400001_32900000	14	32400001	32900000	32412693	32886893	-39.11850044191695	-39.11850044191695	0.0	58.0	58.0	0.0	-0.1484547279638088
14_32500001_33000000	14	32500001	33000000	32503025	32960161	-38.4820887092166	-38.4820887092166	0.0	80.0	80.0	0.0	-0.1484547279638088
14_32600001_33100000	14	32600001	33100000	32603934	33078637	-42.655055022921296	-42.655055022921296	0.0	95.0	95.0	0.0	-0.1484547279638088
14_32700001_33200000	14	32700001	33200000	32701362	33194951	-42.576340257132145	-42.576340257132145	0.0	110.0	110.0	0.0	-0.1484547279638088
14_32800001_33300000	14	32800001	33300000	32817129	33267897	-38.370444253855695	-38.370444253855695	0.0	101.0	101.0	0.0	-0.1484547279638088
14_32900001_33400000	14	32900001	33400000	32904027	33382566	-33.06833579429859	-33.06833579429859	0.0	101.0	101.0	0.0	-0.1484547279638088
14_33000001_33500000	14	33000001	33500000	33010076	33477495	-28.93446289835036	-28.93446289835036	0.0	77.0	77.0	0.0	-0.1484547279638088
14_33100001_33600000	14	33100001	33600000	33100518	33593932	-24.58611338091784	-24.58611338091784	0.0	69.0	69.0	0.0	-0.1484547279638088
14_33200001_33700000	14	33200001	33700000	33248632	33662496	-20.46064633643295	-20.46064633643295	0.0	46.0	46.0	0.0	-0.1484547279638088
14_33300001_33800000	14	33300001	33800000	33345424	33755164	-24.675415843233957	-24.675415843233957	0.0	60.0	60.0	0.0	-0.1484547279638088
14_33400001_33900000	14	33400001	33900000	33405588	33891943	-32.43768674336151	-32.43768674336151	0.0	74.0	74.0	0.0	-0.1484547279638088
14_33500001_34000000	14	33500001	34000000	33522336	33990344	-28.231416386157033	-28.231416386157033	0.0	81.0	81.0	0.0	-0.1484547279638088
14_33600001_34100000	14	33600001	34100000	33648660	34095409	-35.82589597626173	-35.82589597626173	0.0	82.0	82.0	0.0	-0.1484547279638088
14_33700001_34200000	14	33700001	34200000	33745839	34134212	-39.96223280038514	-39.96223280038514	0.0	77.0	77.0	0.0	-0.1484547279638088
14_33800001_34300000	14	33800001	34300000	33806233	34261765	-35.82506408411433	-35.82506408411433	0.0	62.0	62.0	0.0	-0.1484547279638088
14_33900001_34400000	14	33900001	34400000	33921101	34335851	-28.065558649986684	-28.065558649986684	0.0	45.0	45.0	0.0	-0.1484547279638088
14_34000001_34500000	14	34000001	34500000	34003292	34486444	-32.09289654402373	-32.09289654402373	0.0	35.0	35.0	0.0	-0.1484547279638088
14_34100001_34600000	14	34100001	34600000	34134212	34584522	-24.73301850717509	-24.73301850717509	0.0	27.0	27.0	0.0	-0.1484547279638088
14_34200001_34700000	14	34200001	34700000	34243323	34669310	-20.61734327132757	-20.61734327132757	0.0	29.0	29.0	0.0	-0.1484547279638088
14_34300001_34800000	14	34300001	34800000	34302559	34768105	-28.936879406149494	-28.936879406149494	0.0	42.0	42.0	0.0	-0.1484547279638088
14_34400001_34900000	14	34400001	34900000	34413192	34888944	-32.99326675272749	-32.99326675272749	0.0	41.0	41.0	0.0	-0.1484547279638088
14_34500001_35000000	14	34500001	35000000	34519986	34953473	-32.99252256618132	-32.99252256618132	0.0	40.0	40.0	0.0	-0.1484547279638088
14_34600001_35100000	14	34600001	35100000	34623762	35064480	-32.986848617776054	-32.986848617776054	0.0	36.0	36.0	0.0	-0.1484547279638088
14_34700001_35200000	14	34700001	35200000	34706996	35198543	-32.83361938436436	-32.83361938436436	0.0	44.0	44.0	0.0	-0.1484547279638088
14_34800001_35300000	14	34800001	35300000	34820683	35285168	-24.513858612252733	-24.513858612252733	0.0	27.0	27.0	0.0	-0.1484547279638088
14_34900001_35400000	14	34900001	35400000	34942850	35382427	-24.87641066445889	-24.87641066445889	0.0	31.0	31.0	0.0	-0.1484547279638088
14_35000001_35500000	14	35000001	35500000	35016041	35495651	-29.022280555535733	-29.022280555535733	0.0	42.0	42.0	0.0	-0.1484547279638088
14_35100001_35600000	14	35100001	35600000	35144200	35598503	-24.815872498411643	-24.815872498411643	0.0	59.0	59.0	0.0	-0.1484547279638088
14_35200001_35700000	14	35200001	35700000	35285168	35699297	-31.758635504214286	-31.758635504214286	0.0	69.0	69.0	0.0	-0.1484547279638088
14_35300001_35800000	14	35300001	35800000	35324072	35724081	-31.758873355145713	-31.758873355145713	0.0	71.0	71.0	0.0	-0.1484547279638088
14_35400001_35900000	14	35400001	35900000	35407331	35878769	-27.349976979325515	-27.349976979325515	0.0	72.0	72.0	0.0	-0.1484547279638088
14_35500001_36000000	14	35500001	36000000	35513030	35981509	-27.342816616799762	-27.342816616799762	0.0	66.0	66.0	0.0	-0.1484547279638088
14_35600001_36100000	14	35600001	36100000	35600304	36092579	-23.191302058392292	-23.191302058392292	0.0	55.0	55.0	0.0	-0.1484547279638088
14_35700001_36200000	14	35700001	36200000	35700523	36185996	-12.180016581608259	-12.180016581608259	0.0	45.0	45.0	0.0	-0.1484547279638088
14_35800001_36300000	14	35800001	36300000	35828562	36298287	-16.212645191603876	-16.212645191603876	0.0	61.0	61.0	0.0	-0.1484547279638088
14_35900001_36400000	14	35900001	36400000	35903588	36392620	-20.308543333599157	-20.308543333599157	0.0	75.0	75.0	0.0	-0.1484547279638088
14_36000001_36500000	14	36000001	36500000	36035894	36434714	-20.30978033383544	-20.30978033383544	0.0	66.0	66.0	0.0	-0.1484547279638088
14_36100001_36600000	14	36100001	36600000	36110826	36434714	-20.309400819961134	-20.309400819961134	0.0	53.0	53.0	0.0	-0.1484547279638088
14_36200001_36700000	14	36200001	36700000	36208960	36675871	-24.694758008401145	-24.694758008401145	0.0	49.0	49.0	0.0	-0.1484547279638088
14_36300001_36800000	14	36300001	36800000	36303949	36796072	-24.69800149495563	-24.69800149495563	0.0	54.0	54.0	0.0	-0.1484547279638088
14_36400001_36900000	14	36400001	36900000	36434714	36899951	-20.599202501985875	-20.599202501985875	0.0	44.0	44.0	0.0	-0.1484547279638088
14_36500001_37000000	14	36500001	37000000	36605773	36999355	-24.656545756636298	-24.656545756636298	0.0	55.0	55.0	0.0	-0.1484547279638088
14_36600001_37100000	14	36600001	37100000	36605773	37086589	-24.65618511070725	-24.65618511070725	0.0	66.0	66.0	0.0	-0.1484547279638088
14_36700001_37200000	14	36700001	37200000	36712299	37199891	-21.407742778140435	-21.407742778140435	0.0	73.0	73.0	0.0	-0.1484547279638088
14_36800001_37300000	14	36800001	37300000	36833985	37292772	-28.91245624984833	-28.91245624984833	0.0	66.0	66.0	0.0	-0.1484547279638088
14_36900001_37400000	14	36900001	37400000	36902422	37397921	-28.9103220398285	-28.9103220398285	0.0	58.0	58.0	0.0	-0.1484547279638088
14_37000001_37500000	14	37000001	37500000	37014941	37496231	-28.980780634523477	-28.980780634523477	0.0	52.0	52.0	0.0	-0.1484547279638088
14_37100001_37600000	14	37100001	37600000	37112258	37591946	-28.993805258732866	-28.993805258732866	0.0	51.0	51.0	0.0	-0.1484547279638088
14_37200001_37700000	14	37200001	37700000	37200263	37696869	-28.9884980976006	-28.9884980976006	0.0	52.0	52.0	0.0	-0.1484547279638088
14_37300001_37800000	14	37300001	37800000	37321925	37793856	-20.062873728834766	-20.062873728834766	0.0	40.0	40.0	0.0	-0.1484547279638088
14_37400001_37900000	14	37400001	37900000	37465851	37894767	-20.063926039087484	-20.063926039087484	0.0	43.0	43.0	0.0	-0.1484547279638088
14_37500001_38000000	14	37500001	38000000	37590267	37966793	-20.05387058671711	-20.05387058671711	0.0	53.0	53.0	0.0	-0.1484547279638088
14_37600001_38100000	14	37600001	38100000	37600972	38099368	-20.05471218080687	-20.05471218080687	0.0	55.0	55.0	0.0	-0.1484547279638088
14_37700001_38200000	14	37700001	38200000	37733448	38183178	-20.051863113262023	-20.051863113262023	0.0	50.0	50.0	0.0	-0.1484547279638088
14_37800001_38300000	14	37800001	38300000	37814653	38294798	-16.405083615582512	-16.405083615582512	0.0	54.0	54.0	0.0	-0.1484547279638088
14_37900001_38400000	14	37900001	38400000	37906493	38312078	-16.406138839793154	-16.406138839793154	0.0	52.0	52.0	0.0	-0.1484547279638088
14_38000001_38500000	14	38000001	38500000	38014429	38496070	-16.401925320978492	-16.401925320978492	0.0	38.0	38.0	0.0	-0.1484547279638088
14_38100001_38600000	14	38100001	38600000	38109753	38567666	-20.50930545689793	-20.50930545689793	0.0	37.0	37.0	0.0	-0.1484547279638088
14_38200001_38700000	14	38200001	38700000	38205989	38691750	-20.510151010676136	-20.510151010676136	0.0	33.0	33.0	0.0	-0.1484547279638088
14_38300001_38800000	14	38300001	38800000	38302026	38793714	-20.47463579735944	-20.47463579735944	0.0	30.0	30.0	0.0	-0.1484547279638088
14_38400001_38900000	14	38400001	38900000	38496057	38867968	-20.472782723279177	-20.472782723279177	0.0	28.0	28.0	0.0	-0.1484547279638088
14_38500001_39000000	14	38500001	39000000	38504941	38995744	-20.467698390933975	-20.467698390933975	0.0	28.0	28.0	0.0	-0.1484547279638088
14_38600001_39100000	14	38600001	39100000	38608510	39099099	-16.355827179987877	-16.355827179987877	0.0	36.0	36.0	0.0	-0.1484547279638088
14_38700001_39200000	14	38700001	39200000	38701821	39196772	-26.03320502211559	-26.03320502211559	0.0	42.0	42.0	0.0	-0.1484547279638088
14_38800001_39300000	14	38800001	39300000	38865249	39293668	-24.744015363546797	-24.744015363546797	0.0	56.0	56.0	0.0	-0.1484547279638088
14_38900001_39400000	14	38900001	39400000	38917233	39393033	-24.63228805343185	-24.63228805343185	0.0	63.0	63.0	0.0	-0.1484547279638088
14_39000001_39500000	14	39000001	39500000	39000154	39498912	-24.62882172876019	-24.62882172876019	0.0	66.0	66.0	0.0	-0.1484547279638088
14_39100001_39600000	14	39100001	39600000	39118493	39526936	-24.630262707651312	-24.630262707651312	0.0	52.0	52.0	0.0	-0.1484547279638088
14_39200001_39700000	14	39200001	39700000	39219858	39647677	-19.90799820968623	-19.90799820968623	0.0	49.0	49.0	0.0	-0.1484547279638088
14_39300001_39800000	14	39300001	39800000	39318169	39796194	-17.129440104540908	-17.129440104540908	0.0	34.0	34.0	0.0	-0.1484547279638088
14_39400001_39900000	14	39400001	39900000	39457177	39892781	-12.304585426028781	-12.304585426028781	0.0	39.0	39.0	0.0	-0.1484547279638088
14_39500001_40000000	14	39500001	40000000	39500663	39990551	-12.313618469900101	-12.313618469900101	0.0	37.0	37.0	0.0	-0.1484547279638088
14_39600001_40100000	14	39600001	40100000	39634985	40041381	-12.327485611441631	-12.327485611441631	0.0	38.0	38.0	0.0	-0.1484547279638088
14_39700001_40200000	14	39700001	40200000	39710164	40199176	-16.30217460511126	-16.30217460511126	0.0	45.0	45.0	0.0	-0.1484547279638088
14_39800001_40300000	14	39800001	40300000	39812877	40296169	-16.301687508968303	-16.301687508968303	0.0	48.0	48.0	0.0	-0.1484547279638088
14_39900001_40400000	14	39900001	40400000	39923024	40391297	-20.626966246155355	-20.626966246155355	0.0	52.0	52.0	0.0	-0.1484547279638088
14_40000001_40500000	14	40000001	40500000	40001536	40487338	-20.622669801157286	-20.622669801157286	0.0	50.0	50.0	0.0	-0.1484547279638088
14_40100001_40600000	14	40100001	40600000	40100866	40567701	-20.634645004617575	-20.634645004617575	0.0	56.0	56.0	0.0	-0.1484547279638088
14_40200001_40700000	14	40200001	40700000	40248530	40698010	-20.780516331292883	-20.780516331292883	0.0	71.0	71.0	0.0	-0.1484547279638088
14_40300001_40800000	14	40300001	40800000	40300641	40789611	-24.83881544612508	-24.83881544612508	0.0	102.0	102.0	0.0	-0.1484547279638088
14_40400001_40900000	14	40400001	40900000	40487338	40881827	-25.910601637665476	-25.910601637665476	0.0	96.0	96.0	0.0	-0.1484547279638088
14_40500001_41000000	14	40500001	41000000	40530661	40996525	-38.34814475096354	-38.34814475096354	0.0	109.0	109.0	0.0	-0.1484547279638088
14_40600001_41100000	14	40600001	41100000	40621306	41066990	-38.35073679594765	-38.35073679594765	0.0	103.0	103.0	0.0	-0.1484547279638088
14_40700001_41200000	14	40700001	41200000	40700276	41198500	-46.55274157793689	-46.55274157793689	0.0	85.0	85.0	0.0	-0.1484547279638088
14_40800001_41300000	14	40800001	41300000	40807243	41293018	-50.519041892222674	-50.519041892222674	0.0	59.0	59.0	0.0	-0.1484547279638088
14_40900001_41400000	14	40900001	41400000	40902235	41370575	-45.106299936557534	-45.106299936557534	0.0	49.0	49.0	0.0	-0.1484547279638088
14_41000001_41500000	14	41000001	41500000	41007389	41489266	-32.66701129376377	-32.66701129376377	0.0	40.0	40.0	0.0	-0.1484547279638088
14_41100001_41600000	14	41100001	41600000	41108736	41590044	-36.74170704748983	-36.74170704748983	0.0	50.0	50.0	0.0	-0.1484547279638088
14_41200001_41700000	14	41200001	41700000	41203190	41697519	-24.42087675231457	-24.42087675231457	0.0	52.0	52.0	0.0	-0.1484547279638088
14_41300001_41800000	14	41300001	41800000	41354490	41755471	-16.148126245972012	-16.148126245972012	0.0	47.0	47.0	0.0	-0.1484547279638088
14_41400001_41900000	14	41400001	41900000	41442182	41885761	-27.090486422127633	-27.090486422127633	0.0	60.0	60.0	0.0	-0.1484547279638088
14_41500001_42000000	14	41500001	42000000	41504428	41999996	-33.98472181409202	-33.98472181409202	0.0	60.0	60.0	0.0	-0.1484547279638088
14_41600001_42100000	14	41600001	42100000	41612161	42099859	-29.90777612611685	-29.90777612611685	0.0	56.0	56.0	0.0	-0.1484547279638088
14_41700001_42200000	14	41700001	42200000	41705250	42178988	-29.90542579806821	-29.90542579806821	0.0	50.0	50.0	0.0	-0.1484547279638088
14_41800001_42300000	14	41800001	42300000	41809735	42297784	-38.250240112597176	-38.250240112597176	0.0	56.0	56.0	0.0	-0.1484547279638088
14_41900001_42400000	14	41900001	42400000	41923272	42392668	-29.91102322830807	-30.11645319110035	5e-05	42.0	42.0	0.4108599255845604	0.30781752369933313
14_42000001_42500000	14	42000001	42500000	42000405	42473091	-42.20855771549658	-42.20855771549658	0.0	50.0	50.0	0.0	-0.1484547279638088
14_42100001_42600000	14	42100001	42600000	42104864	42598807	-59.888741171942144	-59.888741171942144	0.0	52.0	52.0	0.0	-0.1484547279638088
14_42200001_42700000	14	42200001	42700000	42214980	42681271	-73.30996706118603	-73.30996706118603	0.0	59.0	59.0	0.0	-0.1484547279638088
14_42300001_42800000	14	42300001	42800000	42359504	42793839	-87.95711322940195	-88.88800111933071	5e-05	71.0	71.0	1.8617757798575099	1.919103031432841
